Year,CO2(ppmv),CH4,temp,Irish Anomaly,Global Anomaly
-9913,253.63,473.42727272727274,-55.499999999999986,,
-9916,252.595,471.57272727272726,-56.04999999999998,,
-9933,251.56,469.71818181818185,-55.499999999999986,,
-9935,253.73000000000002,467.8636363636364,-54.94999999999999,,
-9954,255.9,466.0090909090909,-55.59999999999998,,
-9955,256.5675,464.1545454545455,-56.24999999999997,,
-9971,257.235,462.3,-55.84999999999998,,
-9975,257.9025,463.796391975,-55.44999999999999,,
-9976,258.57,465.29278395,-55.64999999999998,,
-9995,253.745,466.789175925,-55.849999999999966,,
-9998,248.92,468.2855679,-55.349999999999966,,
-10016,251.45499999999998,469.781959875,-54.849999999999966,,
-10019,253.99,471.27835185000004,-55.54999999999997,,
-10037,254.69,472.77474382500003,-56.24999999999997,,
-10040,255.39,474.2711358,-56.84999999999998,,
-10058,251.62,475.767527775,-57.44999999999999,,
-10065,247.85,477.26391975,-57.14999999999998,,
-10079,248.03666666666666,478.760311725,-56.849999999999966,,
-10083,248.22333333333333,480.2567037,-56.89999999999997,,
-10087,248.41,473.47835184999997,-56.949999999999974,,
-10088,249.97333333333333,466.7,-56.99999999999998,,
-10102,251.53666666666666,469.07809987999997,-57.04999999999998,,
-10108,253.1,471.45619976,-56.949999999999974,,
-10125,252.065,473.83429964,-56.849999999999966,,
-10129,251.03,476.21239952,-56.916666666666636,,
-10143,252.57333333333332,478.5904994,-56.98333333333331,,
-10147,254.11666666666667,481.47274942727273,-57.04999999999998,,
-10155,255.66,484.35499945454546,-56.89999999999998,,
-10171,254.34,487.2372494818182,-56.74999999999997,,
-10174,253.02,490.11949950909093,-57.24999999999997,,
-10194,252.07999999999998,493.00174953636366,-57.74999999999997,,
-10196,251.14,495.88399956363634,-57.64999999999998,,
-10217,251.27999999999997,498.76624959090907,-57.54999999999998,,
-10218,251.42,501.6484996181818,-57.09999999999998,,
-10240,250.97,504.53074964545453,-56.64999999999998,,
-10261,249.65,507.41299967272727,-56.79999999999998,,
-10264,249.44,510.2952497,-56.94999999999999,,
-10282,249.23,513.1774997272727,-56.89999999999998,,
-10287,249.08999999999997,516.0597497545455,-56.849999999999966,,
-10306,248.95,518.9419997818181,-57.39999999999998,,
-10311,249.165,521.8242498090909,-57.94999999999999,,
-10330,249.38,524.7064998363636,-57.749999999999986,,
-10335,249.14999999999998,527.5887498636364,-57.54999999999998,,
-10351,248.92,530.4709998909091,-57.699999999999974,,
-10359,249.825,533.3532499181819,-57.849999999999966,,
-10371,250.73,536.2354999454545,-58.599999999999966,,
-10385,249.47666666666666,539.1177499727273,-59.349999999999966,,
-10387,248.22333333333333,542.0,-58.883333333333304,,
-10393,246.97,550.3841202307692,-58.41666666666665,,
-10411,245.64,558.7682404615384,-57.94999999999999,,
-10415,244.31,567.1523606923076,-57.89999999999998,,
-10437,243.655,575.536480923077,-57.849999999999966,,
-10438,243.0,583.9206011538462,-58.14999999999997,,
-10459,246.4,592.3047213846154,-58.44999999999997,,
-10463,247.035,600.6888416153846,-58.74999999999997,,
-10481,247.67,609.0729618461538,-58.14999999999998,,
-10488,246.75,617.457082076923,-57.54999999999998,,
-10504,245.83,625.8412023076924,-57.29999999999998,,
-10513,246.005,634.2253225384616,-57.04999999999998,,
-10525,246.18,642.6094427692308,-57.42499999999998,,
-10526,245.74,650.993563,-57.79999999999998,,
-10534,245.3,627.0,-58.17499999999998,,
-10538,244.85999999999999,628.4818181818182,-58.54999999999998,,
-10545,244.42,629.9636363636364,-57.84999999999998,,
-10563,245.57999999999998,631.4454545454545,-57.14999999999998,,
-10571,246.74,632.9272727272727,-58.14999999999998,,
-10588,248.32999999999998,634.4090909090909,-59.14999999999998,,
-10593,249.92,635.8909090909091,-59.21666666666664,,
-10614,244.27,637.3727272727273,-59.2833333333333,,
-10615,245.645,638.8545454545455,-59.349999999999966,,
-10636,247.02,640.3363636363636,-58.849999999999966,,
-10643,247.37666666666667,641.8181818181818,-58.349999999999966,,
-10654,247.73333333333335,643.3,-58.849999999999966,,
-10657,248.09,640.5636324666666,-59.349999999999966,,
-10671,247.515,637.8272649333333,-59.849999999999966,,
-10679,246.94,635.0908973999999,-58.949999999999974,,
-10698,245.445,632.3545298666667,-58.04999999999998,,
-10703,243.95,629.6181623333333,-57.91666666666665,,
-10723,242.53,626.8817948,-57.78333333333331,,
-10725,243.385,624.1454272666666,-57.64999999999998,,
-10747,244.24,621.4090597333333,-58.29999999999998,,
-10752,242.91500000000002,618.6726922,-58.94999999999999,,
-10769,241.59,615.9363246666667,-58.999999999999986,,
-10779,243.49333333333334,613.1999571333333,-59.04999999999998,,
-10785,245.39666666666668,610.4635896,-58.97499999999998,,
-10789,247.3,628.2317948,-58.89999999999998,,
-10797,244.87333333333333,646.0,-58.824999999999974,,
-10807,242.4466666666667,647.4086818181818,-58.74999999999997,,
-10812,240.02,648.8173636363637,-59.54999999999997,,
-10835,241.5,650.2260454545454,-60.349999999999966,,
-10859,242.23,651.6347272727272,-60.04999999999997,,
-10865,242.19,653.0434090909091,-59.74999999999997,,
-10880,242.15,654.4520909090909,-59.89999999999998,,
-10896,240.75,655.8607727272728,-60.04999999999998,,
-10902,239.35,657.2694545454546,-59.88333333333332,,
-10923,241.24,658.6781363636363,-59.71666666666665,,
-10927,240.64000000000001,660.0868181818182,-59.54999999999998,,
-10933,240.04,661.4955,-59.71666666666665,,
-10943,239.44,661.5636666666667,-59.88333333333332,,
-10956,239.22333333333333,661.6318333333334,-60.04999999999998,,
-10959,239.00666666666666,661.7,-59.616666666666646,,
-10967,238.79,662.3216702571428,-59.18333333333331,,
-10986,238.485,662.9433405142858,-58.74999999999997,,
-10989,238.18,663.5650107714287,-58.916666666666636,,
-11009,240.71,664.1866810285715,-59.08333333333331,,
-11015,238.93,664.8083512857143,-59.24999999999997,,
-11030,237.15,665.4300215428572,-59.14999999999998,,
-11045,238.285,666.0516918000001,-59.04999999999998,,
-11051,239.42,666.6733620571429,-59.41666666666665,,
-11071,234.68,667.2950323142857,-59.78333333333331,,
-11075,236.77,667.9167025714286,-60.14999999999998,,
-11093,238.86,668.5383728285715,-60.29999999999998,,
-11104,238.385,669.1600430857143,-60.44999999999999,,
-11116,237.91,669.7817133428571,-60.07499999999999,,
-11119,238.8225,670.4033836,-59.69999999999999,,
-11128,239.735,653.3,-59.32499999999999,,
-11134,240.6475,652.6090909090909,-58.94999999999999,,
-11138,241.56,651.9181818181818,-59.29999999999998,,
-11164,238.19,651.2272727272727,-59.64999999999998,,
-11178,234.82,650.5363636363636,-59.04999999999998,,
-11193,235.865,649.8454545454546,-58.44999999999999,,
-11222,236.91,649.1545454545454,-58.84999999999998,,
-11223,237.74333333333334,648.4636363636364,-59.24999999999997,,
-11252,238.57666666666665,647.7727272727273,-59.64999999999998,,
-11266,239.41,647.0818181818182,-59.79999999999998,,
-11281,239.6625,646.3909090909091,-59.94999999999999,,
-11305,239.915,645.7,-59.69999999999999,,
-11311,240.1675,643.2333571428571,-59.44999999999999,,
-11316,240.42,640.7667142857143,-59.09999999999998,,
-11340,238.64,638.3000714285714,-58.74999999999997,,
-11354,236.86,635.8334285714286,-58.84999999999998,,
-11370,237.02166666666668,633.3667857142857,-58.94999999999999,,
-11399,237.18333333333334,630.9001428571429,-59.44999999999999,,
-11406,237.34500000000003,628.4335,-59.749999999999986,,
-11429,237.5066666666667,627.2417317,-60.04999999999998,,
-11459,237.66833333333335,626.0499634,-59.54999999999998,,
-11468,237.83,624.8581951,-59.41666666666665,,
-11477,238.435,618.7,-59.28333333333331,,
-11488,239.04000000000002,617.5600000000001,-59.14999999999998,,
-11517,239.645,616.4200000000001,-58.349999999999966,,
-11536,240.25,615.28,-58.54999999999997,,
-11545,239.145,614.14,-58.74999999999997,,
-11547,238.04000000000002,613.0,-59.09999999999998,,
-11574,236.935,613.8,-59.44999999999999,,
-11581,235.83,614.6,-58.94999999999999,,
-11602,238.5066666666667,615.4,-58.44999999999999,,
-11630,241.18333333333334,616.2,-58.44999999999999,,
-11650,243.86,617.0,-58.69999999999999,,
-11659,242.53250000000003,617.8000000000001,-58.94999999999999,,
-11674,241.205,618.6,-59.04999999999998,,
-11687,239.8775,623.2599844,-59.14999999999998,,
-11695,238.55,626.6299922000001,-59.48333333333331,,
-11696,239.31,630.0,-59.81666666666664,,
-11715,240.07,626.95,-60.14999999999998,,
-11746,240.83,623.9,-59.94999999999999,,
-11762,241.59,620.85,-59.64999999999998,,
-11777,241.35000000000002,617.8000000000001,-59.349999999999966,,
-11808,241.11,614.75,-59.74999999999997,,
-11821,240.60250000000002,611.7,-59.29999999999997,,
-11837,240.09500000000003,608.36,-58.849999999999966,,
-11866,239.5875,605.02,-57.54999999999998,,
-11877,239.08,601.6800000000001,-58.39999999999998,,
-11894,238.515,598.34,-59.24999999999997,,
-11921,237.95,595.0,-58.99999999999997,,
-11923,238.605,591.66,-58.74999999999997,,
-11952,239.26,588.3199999999999,-59.64999999999998,,
-11981,239.915,584.98,-59.849999999999966,,
-11990,240.57,581.64,-59.849999999999966,,
-11991,239.64,578.3,-59.849999999999966,,
-12001,238.70999999999998,596.8829014,-59.849999999999966,,
-12012,237.78,589.8810832500001,-59.849999999999966,,
-12043,236.85,582.8792651,-59.849999999999966,,
-12051,235.92,575.8774469499999,-59.64999999999997,,
-12059,236.89499999999998,568.8756288,-59.449999999999974,,
-12072,237.87,563.6668473599999,-59.24999999999998,,
-12074,239.00333333333333,558.45806592,-59.04999999999998,,
-12103,240.13666666666668,553.2492844799999,-59.54999999999998,,
-12110,241.27,548.04050304,-59.39999999999998,,
-12133,237.075,542.8317215999999,-59.24999999999997,,
-12134,232.88,537.62294016,-58.54999999999997,,
-12163,234.64,532.4141587199999,-57.849999999999966,,
-12170,236.4,527.20537728,-58.849999999999966,,
-12191,237.82,521.9965958399999,-59.849999999999966,,
-12206,239.24,516.7878144,-58.89999999999998,,
-12219,239.3,511.57903295999995,-57.94999999999999,,
-12229,239.36,506.37025152,-58.69999999999999,,
-12247,238.86,501.16147007999996,-59.44999999999999,,
-12255,238.36,495.95268863999996,-59.44999999999999,,
-12276,237.48000000000002,490.74390719999997,-59.44999999999999,,
-12287,236.6,485.53512575999997,-59.249999999999986,,
-12305,238.405,480.32634432,-59.04999999999998,,
-12323,240.21,475.11756288,-58.64999999999998,,
-12334,239.82,469.90878144,-58.24999999999997,,
-12339,239.43,464.7,-58.09999999999997,,
-12348,239.04,467.529986175,-57.949999999999974,,
-12358,235.8,470.35997235,-57.799999999999976,,
-12360,237.37,473.189958525,-57.64999999999998,,
-12361,238.94,476.0199447,-57.54999999999998,,
-12386,240.51000000000002,475.2294212947368,-57.44999999999999,,
-12393,242.08,474.4388978894737,-57.649999999999984,,
-12404,238.39,473.64837448421054,-57.84999999999999,,
-12412,239.36,472.85785107894736,-58.04999999999998,,
-12424,240.33,472.0673276736842,-58.39999999999998,,
-12439,241.44,471.2768042684211,-58.74999999999997,,
-12460,242.55,470.4862808631579,-58.79999999999997,,
-12467,242.575,469.69575745789473,-58.849999999999966,,
-12472,242.6,468.90523405263156,-58.9833333333333,,
-12493,240.95,468.11471064736844,-59.11666666666664,,
-12495,239.78,467.32418724210527,-59.24999999999997,,
-12513,238.61,466.5336638368421,-58.64999999999998,,
-12522,240.335,465.7431404315789,-58.04999999999998,,
-12547,242.06,464.9526170263158,-57.79999999999998,,
-12549,241.6,464.16209362105263,-57.54999999999998,,
-12570,241.14,463.37157021578946,-57.64999999999998,,
-12576,242.15499999999997,462.5810468105263,-57.74999999999997,,
-12581,243.17,461.7905234052632,-57.84999999999997,,
-12584,239.5,461.0,-57.949999999999974,,
-12591,235.83,465.30833335,-58.04999999999997,,
-12596,238.78,469.6166667,-58.14999999999997,,
-12602,241.73,469.1427999,-58.24999999999997,,
