year,data_mean_global,data_mean_nh,data_mean_sh
2092,403.0410089,402.5461752,403.5358426
2093,401.9080092,401.3957126,402.4203058
2094,400.7580096,400.2282501,401.287769
2095,399.5910099,399.0437875,400.1382322
2096,398.4070102,397.842325,398.9716954
2097,397.2060105,396.6238624,397.7881586
2098,395.9890109,395.3893999,396.5886218
2099,394.7560112,394.1389373,395.373085
2100,393.5060115,392.8736576,394.1383653
2101,392.2410115,391.6064748,392.8755482
2102,390.9830115,390.3484748,391.6175482
2103,389.7550115,389.1204748,390.3895482
2104,388.5520115,387.9174748,389.1865482
2105,387.3730115,386.7384748,388.0075482
2106,386.2160115,385.5814748,386.8505482
2107,385.0800115,384.4454748,385.7145482
2108,383.9640115,383.3294748,384.5985482
2109,382.8670115,382.2324748,383.5015482
2110,381.7880115,381.1534748,382.4225482
2111,380.7250115,380.0904748,381.3595482
2112,379.6790115,379.0444748,380.3135482
2113,378.6480115,378.0134748,379.2825482
2114,377.6330115,376.9984748,378.2675482
2115,376.6310115,375.9964748,377.2655482
2116,375.6440115,375.0094748,376.2785482
2117,374.6690115,374.0344748,375.3035482
2118,373.7080115,373.0734748,374.3425482
2119,372.7590115,372.1244748,373.3935482
2120,371.8220115,371.1874748,372.4565482
2121,370.8970115,370.2624748,371.5315482
2122,369.9830115,369.3484748,370.6175482
2123,369.0800115,368.4454748,369.7145482
2124,368.1880115,367.5534748,368.8225482
2125,367.3060115,366.6714748,367.9405482
2126,366.4350115,365.8004748,367.0695482
2127,365.5730115,364.9384748,366.2075482
2128,364.7210115,364.0864748,365.3555482
2129,363.8790115,363.2444748,364.5135482
2130,363.0450115,362.4104748,363.6795482
2131,362.2210115,361.5864748,362.8555482
2132,361.4060115,360.7714748,362.0405482
2133,360.5990115,359.9644748,361.2335482
2134,359.8010115,359.1664748,360.4355482
2135,359.0100115,358.3754748,359.6445482
2136,358.2280115,357.5934748,358.8625482
2137,357.4540115,356.8194748,358.0885482
2138,356.6870115,356.0524748,357.3215482
2139,355.9280115,355.2934748,356.5625482
2140,355.1770115,354.5440646,355.8099583
2141,354.4330113,353.811186,355.0548366
2142,353.710011,353.1008593,354.3191628
2143,353.0200108,352.4235629,353.6164587
2144,352.3630106,351.7792387,352.9467824
2145,351.7350103,351.163955,352.3060657
2146,351.1360101,350.5776156,351.6944046
2147,350.5640099,350.0183243,351.1096954
2148,350.0190096,349.4860355,350.5519837
2149,349.5000094,348.9797038,350.020315
2150,349.0050092,348.4973846,349.5126337
2151,348.5340089,348.0390958,349.028922
2152,348.0830087,347.6007969,348.5652204
2153,347.6500085,347.180493,348.1195239
2154,347.2340082,346.7771789,347.6908375
2155,346.835008,346.390885,347.2791309
2156,346.4530077,346.0215583,346.8844572
2157,346.0880075,345.669262,346.5067531
2158,345.7410073,345.3349353,346.1470793
2159,345.409007,345.0156439,345.8023701
2160,345.0940068,344.713345,345.4746686
2161,344.7950066,344.4270385,345.1629746
2162,344.5130063,344.1577093,344.8683034
2163,344.2460061,343.9034155,344.5885967
2164,343.9940059,343.6640989,344.3239129
2165,343.7580056,343.4407823,344.075229
2166,343.5380054,343.2334909,343.8425198
2167,343.3320052,343.0401794,343.6238309
2168,343.1420049,342.8628855,343.4211243
2169,342.9660047,342.6995563,343.2324531
2170,342.8050044,342.5512498,343.0587591
2171,342.6590042,342.4179509,342.9000575
2172,342.528004,342.2996621,342.7563458
2173,342.4100037,342.194348,342.6256594
2174,342.3070035,342.104039,342.509968
2175,342.2190033,342.0287098,342.4092967
2176,342.144003,341.9664185,342.3215876
2177,342.0830028,341.918117,342.2478886
2178,342.0360026,341.883803,342.1882022
2179,342.0030023,341.8635142,342.1424905
2180,341.9840021,341.8572102,342.110794
2181,341.9780019,341.8638759,342.0921278
2182,341.9860016,341.8845568,342.0874464
2183,342.0070014,341.9182705,342.0957322
2184,342.0410012,341.9649817,342.1170206
2185,342.0890009,342.025655,342.1523468
2186,342.1510007,342.1003587,342.2016427
2187,342.2250004,342.1870319,342.2629689
2188,342.3130002,342.2877356,342.3382649
2189,342.413,342.4004089,342.4255911
2190,342.5269998,342.5255302,342.5284693
2191,342.6529997,342.6531201,342.6528794
2192,342.7789997,342.7791201,342.7788794
2193,342.8899997,342.8901201,342.8898794
2194,342.9899997,342.9901201,342.9898794
2195,343.0799997,343.0801201,343.0798794
2196,343.1599997,343.1601201,343.1598794
2197,343.2319997,343.2321201,343.2318794
2198,343.2969997,343.2971201,343.2968794
2199,343.3549997,343.3551201,343.3548794
2200,343.4069997,343.4071201,343.4068794
2201,343.4529997,343.4531201,343.4528794
2202,343.4949997,343.4951201,343.4948794
2203,343.5319997,343.5321201,343.5318794
2204,343.5649997,343.5651201,343.5648794
2205,343.5939997,343.5941201,343.5938794
2206,343.6189997,343.6191201,343.6188794
2207,343.6409997,343.6411201,343.6408794
2208,343.6599997,343.6601201,343.6598794
2209,343.6769997,343.6771201,343.6768794
2210,343.6899997,343.6901201,343.6898794
2211,343.7019997,343.7021201,343.7018794
2212,343.7099997,343.7101201,343.7098794
2213,343.7169997,343.7171201,343.7168794
2214,343.7219997,343.7221201,343.7218794
2215,343.7239997,343.7241201,343.7238794
2216,343.7249997,343.7251201,343.7248794
2217,343.7249997,343.7251201,343.7248794
2218,343.7229997,343.7231201,343.7228794
2219,343.7199997,343.7201201,343.7198794
2220,343.7159997,343.7161201,343.7158794
2221,343.7109997,343.7111201,343.7108794
2222,343.7049997,343.7051201,343.7048794
2223,343.6989997,343.6991201,343.6988794
2224,343.6909997,343.6911201,343.6908794
2225,343.6829997,343.6831201,343.6828794
2226,343.6739997,343.6741201,343.6738794
2227,343.6639997,343.6641201,343.6638794
2228,343.6539997,343.6541201,343.6538794
2229,343.6429997,343.6431201,343.6428794
2230,343.6309997,343.6311201,343.6308794
2231,343.6189997,343.6191201,343.6188794
2232,343.6069997,343.6071201,343.6068794
2233,343.5939997,343.5941201,343.5938794
2234,343.5799997,343.5801201,343.5798794
2235,343.5659997,343.5661201,343.5658794
2236,343.5509997,343.5511201,343.5508794
2237,343.5359997,343.5361201,343.5358794
2238,343.5209997,343.5211201,343.5208794
2239,343.5049997,343.5051201,343.5048794
2240,343.4889997,343.4891201,343.4888794
2241,343.4729997,343.4731201,343.4728794
2242,343.4559997,343.4561201,343.4558794
2243,343.4389997,343.4391201,343.4388794
2244,343.4219997,343.4221201,343.4218794
2245,343.4039997,343.4041201,343.4038794
2246,343.3859997,343.3861201,343.3858794
2247,343.3679997,343.3681201,343.3678794
2248,343.3489997,343.3491201,343.3488794
2249,343.3309997,343.3311201,343.3308794
2250,343.3119997,343.3121201,343.3118794
2251,343.2929997,343.2931201,343.2928794
2252,343.2729997,343.2731201,343.2728794
2253,343.2529997,343.2531201,343.2528794
2254,343.2329997,343.2331201,343.2328794
2255,343.2119997,343.2121201,343.2118794
2256,343.1909997,343.1911201,343.1908794
2257,343.1689997,343.1691201,343.1688794
2258,343.1459997,343.1461201,343.1458794
2259,343.1229997,343.1231201,343.1228794
2260,343.0999997,343.1001201,343.0998794
2261,343.0759997,343.0761201,343.0758794
2262,343.0509997,343.0511201,343.0508794
2263,343.0259997,343.0261201,343.0258794
2264,343.0009997,343.0011201,343.0008794
2265,342.9749997,342.9751201,342.9748794
2266,342.9489997,342.9491201,342.9488794
2267,342.9229997,342.9231201,342.9228794
2268,342.8969997,342.8971201,342.8968794
2269,342.8709997,342.8711201,342.8708794
2270,342.8439997,342.8441201,342.8438794
2271,342.8169997,342.8171201,342.8168794
2272,342.7899997,342.7901201,342.7898794
2273,342.7629997,342.7631201,342.7628794
2274,342.7359997,342.7361201,342.7358794
2275,342.7079997,342.7081201,342.7078794
2276,342.6809997,342.6811201,342.6808794
2277,342.6529997,342.6531201,342.6528794
2278,342.6259997,342.6261201,342.6258794
2279,342.5979997,342.5981201,342.5978794
2280,342.5699997,342.5701201,342.5698794
2281,342.5429997,342.5431201,342.5428794
2282,342.5149997,342.5151201,342.5148794
2283,342.4869997,342.4871201,342.4868794
2284,342.4589997,342.4591201,342.4588794
2285,342.4309997,342.4311201,342.4308794
2286,342.4029997,342.4031201,342.4028794
2287,342.3749997,342.3751201,342.3748794
2288,342.3479997,342.3481201,342.3478794
2289,342.3199997,342.3201201,342.3198794
2290,342.2919997,342.2921201,342.2918794
2291,342.2639997,342.2641201,342.2638794
2292,342.2359997,342.2361201,342.2358794
2293,342.2079997,342.2081201,342.2078794
2294,342.1799997,342.1801201,342.1798794
2295,342.1519997,342.1521201,342.1518794
2296,342.1229997,342.1231201,342.1228794
2297,342.0949997,342.0951201,342.0948794
2298,342.0669997,342.0671201,342.0668794
2299,342.0389997,342.0391201,342.0388794
2300,342.0109997,342.0111201,342.0108794
2301,341.9829997,341.9831201,341.9828794
2302,341.9549997,341.9551201,341.9548794
2303,341.9269997,341.9271201,341.9268794
2304,341.8989997,341.8991201,341.8988794
2305,341.8709997,341.8711201,341.8708794
2306,341.8429997,341.8431201,341.8428794
2307,341.8149997,341.8151201,341.8148794
2308,341.7869997,341.7871201,341.7868794
2309,341.7589997,341.7591201,341.7588794
2310,341.7309997,341.7311201,341.7308794
2311,341.7029997,341.7031201,341.7028794
2312,341.6749997,341.6751201,341.6748794
2313,341.6469997,341.6471201,341.6468794
2314,341.6189997,341.6191201,341.6188794
2315,341.5909997,341.5911201,341.5908794
2316,341.5629997,341.5631201,341.5628794
2317,341.5349997,341.5351201,341.5348794
2318,341.5069997,341.5071201,341.5068794
2319,341.4779997,341.4781201,341.4778794
2320,341.4499997,341.4501201,341.4498794
2321,341.4219997,341.4221201,341.4218794
2322,341.3939997,341.3941201,341.3938794
2323,341.3659997,341.3661201,341.3658794
2324,341.3379997,341.3381201,341.3378794
2325,341.3099997,341.3101201,341.3098794
2326,341.2819997,341.2821201,341.2818794
2327,341.2539997,341.2541201,341.2538794
2328,341.2259997,341.2261201,341.2258794
2329,341.1969997,341.1971201,341.1968794
2330,341.1689997,341.1691201,341.1688794
2331,341.1409997,341.1411201,341.1408794
2332,341.1129997,341.1131201,341.1128794
2333,341.0839997,341.0841201,341.0838794
2334,341.0559997,341.0561201,341.0558794
2335,341.0279997,341.0281201,341.0278794
2336,340.9999997,341.0001201,340.9998794
2337,340.9709997,340.9711201,340.9708794
2338,340.9429997,340.9431201,340.9428794
2339,340.9139997,340.9141201,340.9138794
2340,340.8859997,340.8861201,340.8858794
2341,340.8569997,340.8571201,340.8568794
2342,340.8289997,340.8291201,340.8288794
2343,340.7999997,340.8001201,340.7998794
2344,340.7709997,340.7711201,340.7708794
2345,340.7429997,340.7431201,340.7428794
2346,340.7139997,340.7141201,340.7138794
2347,340.6849997,340.6851201,340.6848794
2348,340.6559997,340.6561201,340.6558794
2349,340.6269997,340.6271201,340.6268794
2350,340.5979997,340.5981201,340.5978794
2351,340.5689997,340.5691201,340.5688794
2352,340.5399997,340.5401201,340.5398794
2353,340.5109997,340.5111201,340.5108794
2354,340.4809997,340.4811201,340.4808794
2355,340.4519997,340.4521201,340.4518794
2356,340.4229997,340.4231201,340.4228794
2357,340.3939997,340.3941201,340.3938794
2358,340.3649997,340.3651201,340.3648794
2359,340.3359997,340.3361201,340.3358794
2360,340.3069997,340.3071201,340.3068794
2361,340.2779997,340.2781201,340.2778794
2362,340.2499997,340.2501201,340.2498794
2363,340.2209997,340.2211201,340.2208794
2364,340.1929997,340.1931201,340.1928794
2365,340.1649997,340.1651201,340.1648794
2366,340.1369997,340.1371201,340.1368794
2367,340.1079997,340.1081201,340.1078794
2368,340.0799997,340.0801201,340.0798794
2369,340.0519997,340.0521201,340.0518794
2370,340.0249997,340.0251201,340.0248794
2371,339.9969997,339.9971201,339.9968794
2372,339.9689997,339.9691201,339.9688794
2373,339.9409997,339.9411201,339.9408794
2374,339.9139997,339.9141201,339.9138794
2375,339.8859997,339.8861201,339.8858794
2376,339.8589997,339.8591201,339.8588794
2377,339.8309997,339.8311201,339.8308794
2378,339.8039997,339.8041201,339.8038794
2379,339.7769997,339.7771201,339.7768794
2380,339.7499997,339.7501201,339.7498794
2381,339.7229997,339.7231201,339.7228794
2382,339.6959997,339.6961201,339.6958794
2383,339.6689997,339.6691201,339.6688794
2384,339.6419997,339.6421201,339.6418794
2385,339.6149997,339.6151201,339.6148794
2386,339.5879997,339.5881201,339.5878794
2387,339.5609997,339.5611201,339.5608794
2388,339.5349997,339.5351201,339.5348794
2389,339.5079997,339.5081201,339.5078794
2390,339.4809997,339.4811201,339.4808794
2391,339.4549997,339.4551201,339.4548794
2392,339.4289997,339.4291201,339.4288794
2393,339.4019997,339.4021201,339.4018794
2394,339.3759997,339.3761201,339.3758794
2395,339.3499997,339.3501201,339.3498794
2396,339.3229997,339.3231201,339.3228794
2397,339.2969997,339.2971201,339.2968794
2398,339.2709997,339.2711201,339.2708794
2399,339.2449997,339.2451201,339.2448794
2400,339.2189997,339.2191201,339.2188794
2401,339.1929997,339.1931201,339.1928794
2402,339.1669997,339.1671201,339.1668794
2403,339.1409997,339.1411201,339.1408794
2404,339.1159997,339.1161201,339.1158794
2405,339.0899997,339.0901201,339.0898794
2406,339.0639997,339.0641201,339.0638794
2407,339.0389997,339.0391201,339.0388794
2408,339.0129997,339.0131201,339.0128794
2409,338.9879997,338.9881201,338.9878794
2410,338.9619997,338.9621201,338.9618794
2411,338.9369997,338.9371201,338.9368794
2412,338.9109997,338.9111201,338.9108794
2413,338.8859997,338.8861201,338.8858794
2414,338.8609997,338.8611201,338.8608794
2415,338.8349997,338.8351201,338.8348794
2416,338.8099997,338.8101201,338.8098794
2417,338.7849997,338.7851201,338.7848794
2418,338.7599997,338.7601201,338.7598794
2419,338.7349997,338.7351201,338.7348794
2420,338.7099997,338.7101201,338.7098794
2421,338.6849997,338.6851201,338.6848794
2422,338.6599997,338.6601201,338.6598794
2423,338.6359997,338.6361201,338.6358794
2424,338.6109997,338.6111201,338.6108794
2425,338.5859997,338.5861201,338.5858794
2426,338.5609997,338.5611201,338.5608794
2427,338.5369997,338.5371201,338.5368794
2428,338.5119997,338.5121201,338.5118794
2429,338.4879997,338.4881201,338.4878794
2430,338.4629997,338.4631201,338.4628794
2431,338.4389997,338.4391201,338.4388794
2432,338.4139997,338.4141201,338.4138794
2433,338.3899997,338.3901201,338.3898794
2434,338.3659997,338.3661201,338.3658794
2435,338.3409997,338.3411201,338.3408794
2436,338.3169997,338.3171201,338.3168794
2437,338.2929997,338.2931201,338.2928794
2438,338.2689997,338.2691201,338.2688794
2439,338.2449997,338.2451201,338.2448794
2440,338.2209997,338.2211201,338.2208794
2441,338.1969997,338.1971201,338.1968794
2442,338.1729997,338.1731201,338.1728794
2443,338.1489997,338.1491201,338.1488794
2444,338.1249997,338.1251201,338.1248794
2445,338.1009997,338.1011201,338.1008794
2446,338.0769997,338.0771201,338.0768794
2447,338.0529997,338.0531201,338.0528794
2448,338.0299997,338.0301201,338.0298794
2449,338.0059997,338.0061201,338.0058794
2450,337.9819997,337.9821201,337.9818794
2451,337.9589997,337.9591201,337.9588794
2452,337.9349997,337.9351201,337.9348794
2453,337.9119997,337.9121201,337.9118794
2454,337.8879997,337.8881201,337.8878794
2455,337.8649997,337.8651201,337.8648794
2456,337.8419997,337.8421201,337.8418794
2457,337.8179997,337.8181201,337.8178794
2458,337.7949997,337.7951201,337.7948794
2459,337.7719997,337.7721201,337.7718794
2460,337.7489997,337.7491201,337.7488794
2461,337.7249997,337.7251201,337.7248794
2462,337.7019997,337.7021201,337.7018794
2463,337.6789997,337.6791201,337.6788794
2464,337.6559997,337.6561201,337.6558794
2465,337.6329997,337.6331201,337.6328794
2466,337.6099997,337.6101201,337.6098794
2467,337.5869997,337.5871201,337.5868794
2468,337.5639997,337.5641201,337.5638794
2469,337.5419997,337.5421201,337.5418794
2470,337.5189997,337.5191201,337.5188794
2471,337.4959997,337.4961201,337.4958794
2472,337.4729997,337.4731201,337.4728794
2473,337.4509997,337.4511201,337.4508794
2474,337.4279997,337.4281201,337.4278794
2475,337.4049997,337.4051201,337.4048794
2476,337.3829997,337.3831201,337.3828794
2477,337.3599997,337.3601201,337.3598794
2478,337.3379997,337.3381201,337.3378794
2479,337.3149997,337.3151201,337.3148794
2480,337.2929997,337.2931201,337.2928794
2481,337.2709997,337.2711201,337.2708794
2482,337.2479997,337.2481201,337.2478794
2483,337.2259997,337.2261201,337.2258794
2484,337.2039997,337.2041201,337.2038794
2485,337.1809997,337.1811201,337.1808794
2486,337.1589997,337.1591201,337.1588794
2487,337.1369997,337.1371201,337.1368794
2488,337.1149997,337.1151201,337.1148794
2489,337.0929997,337.0931201,337.0928794
2490,337.0709997,337.0711201,337.0708794
2491,337.0489997,337.0491201,337.0488794
2492,337.0269997,337.0271201,337.0268794
2493,337.0049997,337.0051201,337.0048794
2494,336.9829997,336.9831201,336.9828794
2495,336.9609997,336.9611201,336.9608794
2496,336.9399997,336.9401201,336.9398794
2497,336.9179997,336.9181201,336.9178794
2498,336.8959997,336.8961201,336.8958794
2499,336.8739997,336.8741201,336.8738794
2500,336.8629997,336.8631201,336.8628794
