#,VARIABLE,ORDER,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
site_code,year,month,day,hour,minute,second,datetime,time_decimal,midpoint_time,value,value_std_dev,nvalue,latitude,longitude,altitude,elevation,intake_height,qcflag
SPO,1988,10,1,0,0,0,1988-10-01T00:00:00Z,1988.748634,592981200,350.35,0.09,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1988,11,1,0,0,0,1988-11-01T00:00:00Z,1988.833333,595659600,350.19,0.17,27,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1988,12,1,0,0,0,1988-12-01T00:00:00Z,1988.915301,598251600,350,0.2,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,1,1,0,0,0,1989-01-01T00:00:00Z,1989,600930000,350.34,0.05,22,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,2,1,0,0,0,1989-02-01T00:00:00Z,1989.084932,603608400,350.32,0.07,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,3,1,0,0,0,1989-03-01T00:00:00Z,1989.161644,606027600,350.26,0.06,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,4,1,0,0,0,1989-04-01T00:00:00Z,1989.246575,608706000,350.36,0.04,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,5,1,0,0,0,1989-05-01T00:00:00Z,1989.328767,611298000,350.5,0.09,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,6,1,0,0,0,1989-06-01T00:00:00Z,1989.413699,613976400,350.78,0.08,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,7,1,0,0,0,1989-07-01T00:00:00Z,1989.49589,616568400,351.15,0.16,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,8,1,0,0,0,1989-08-01T00:00:00Z,1989.580822,619246800,351.57,0.14,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,9,1,0,0,0,1989-09-01T00:00:00Z,1989.665753,621925200,351.66,0.08,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,10,1,0,0,0,1989-10-01T00:00:00Z,1989.747945,624517200,351.72,0.08,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,11,1,0,0,0,1989-11-01T00:00:00Z,1989.832877,627195600,352.37,0.34,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1989,12,1,0,0,0,1989-12-01T00:00:00Z,1989.915068,629787600,352.01,0.17,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,1,1,0,0,0,1990-01-01T00:00:00Z,1990,632466000,351.84,0.06,15,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,2,1,0,0,0,1990-02-01T00:00:00Z,1990.084932,635144400,351.49,0.12,23,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,3,1,0,0,0,1990-03-01T00:00:00Z,1990.161644,637563600,351.56,0.13,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,4,1,0,0,0,1990-04-01T00:00:00Z,1990.246575,640242000,351.6,0.16,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,5,1,0,0,0,1990-05-01T00:00:00Z,1990.328767,642834000,351.5,0.1,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,6,1,0,0,0,1990-06-01T00:00:00Z,1990.413699,645512400,351.75,0.13,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,7,1,0,0,0,1990-07-01T00:00:00Z,1990.49589,648104400,352.23,0.15,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,8,1,0,0,0,1990-08-01T00:00:00Z,1990.580822,650782800,352.56,0.11,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,9,1,0,0,0,1990-09-01T00:00:00Z,1990.665753,653461200,353.11,0.11,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,10,1,0,0,0,1990-10-01T00:00:00Z,1990.747945,656053200,353.18,0.1,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,11,1,0,0,0,1990-11-01T00:00:00Z,1990.832877,658731600,353.19,0.12,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1990,12,1,0,0,0,1990-12-01T00:00:00Z,1990.915068,661323600,352.77,0.13,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,1,1,0,0,0,1991-01-01T00:00:00Z,1991,664002000,352.69,0.15,29,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,2,1,0,0,0,1991-02-01T00:00:00Z,1991.084932,666680400,352.42,0.24,26,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,3,1,0,0,0,1991-03-01T00:00:00Z,1991.161644,669099600,352.11,0.22,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,4,1,0,0,0,1991-04-01T00:00:00Z,1991.246575,671778000,352.32,0.11,29,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,5,1,0,0,0,1991-05-01T00:00:00Z,1991.328767,674370000,352.58,0.17,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,6,1,0,0,0,1991-06-01T00:00:00Z,1991.413699,677048400,352.93,0.09,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,7,1,0,0,0,1991-07-01T00:00:00Z,1991.49589,679640400,353.37,0.14,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,8,1,0,0,0,1991-08-01T00:00:00Z,1991.580822,682318800,353.79,0.07,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,9,1,0,0,0,1991-09-01T00:00:00Z,1991.665753,684997200,353.95,0.05,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,10,1,0,0,0,1991-10-01T00:00:00Z,1991.747945,687589200,353.83,0.07,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,11,1,0,0,0,1991-11-01T00:00:00Z,1991.832877,690267600,353.89,0.06,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1991,12,1,0,0,0,1991-12-01T00:00:00Z,1991.915068,692859600,353.76,0.06,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,1,1,0,0,0,1992-01-01T00:00:00Z,1992,695538000,353.48,0.16,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,2,1,0,0,0,1992-02-01T00:00:00Z,1992.084699,698216400,353.24,0.22,29,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,3,1,0,0,0,1992-03-01T00:00:00Z,1992.163934,700722000,353.14,0.17,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,4,1,0,0,0,1992-04-01T00:00:00Z,1992.248634,703400400,353.45,0.16,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,5,1,0,0,0,1992-05-01T00:00:00Z,1992.330601,705992400,353.82,0.1,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,6,1,0,0,0,1992-06-01T00:00:00Z,1992.415301,708670800,354.22,0.17,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,7,1,0,0,0,1992-07-01T00:00:00Z,1992.497268,711262800,354.67,0.09,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,8,1,0,0,0,1992-08-01T00:00:00Z,1992.581967,713941200,355.05,0.11,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,9,1,0,0,0,1992-09-01T00:00:00Z,1992.666667,716619600,355.42,0.19,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,10,1,0,0,0,1992-10-01T00:00:00Z,1992.748634,719211600,355.51,0.09,26,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,11,1,0,0,0,1992-11-01T00:00:00Z,1992.833333,721890000,355.36,0.07,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1992,12,1,0,0,0,1992-12-01T00:00:00Z,1992.915301,724482000,355.09,0.1,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,1,1,0,0,0,1993-01-01T00:00:00Z,1993,727160400,354.82,0.09,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,2,1,0,0,0,1993-02-01T00:00:00Z,1993.084932,729838800,354.48,0.17,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,3,1,0,0,0,1993-03-01T00:00:00Z,1993.161644,732258000,354.33,0.08,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,4,1,0,0,0,1993-04-01T00:00:00Z,1993.246575,734936400,354.43,0.04,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,5,1,0,0,0,1993-05-01T00:00:00Z,1993.328767,737528400,354.57,0.09,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,6,1,0,0,0,1993-06-01T00:00:00Z,1993.413699,740206800,354.85,0.13,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,7,1,0,0,0,1993-07-01T00:00:00Z,1993.49589,742798800,355.4,0.13,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,8,1,0,0,0,1993-08-01T00:00:00Z,1993.580822,745477200,355.85,0.11,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,9,1,0,0,0,1993-09-01T00:00:00Z,1993.665753,748155600,356.08,0.05,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,10,1,0,0,0,1993-10-01T00:00:00Z,1993.747945,750747600,356.07,0.06,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,11,1,0,0,0,1993-11-01T00:00:00Z,1993.832877,753426000,356.01,0.07,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1993,12,1,0,0,0,1993-12-01T00:00:00Z,1993.915068,756018000,355.79,0.07,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,1,1,0,0,0,1994-01-01T00:00:00Z,1994,758696400,355.69,0.21,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,2,1,0,0,0,1994-02-01T00:00:00Z,1994.084932,761374800,355.63,0.15,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,3,1,0,0,0,1994-03-01T00:00:00Z,1994.161644,763794000,355.67,0.05,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,4,1,0,0,0,1994-04-01T00:00:00Z,1994.246575,766472400,355.77,0.05,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,5,1,0,0,0,1994-05-01T00:00:00Z,1994.328767,769064400,355.91,0.05,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,6,1,0,0,0,1994-06-01T00:00:00Z,1994.413699,771742800,356.19,0.14,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,7,1,0,0,0,1994-07-01T00:00:00Z,1994.49589,774334800,356.62,0.18,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,8,1,0,0,0,1994-08-01T00:00:00Z,1994.580822,777013200,357.42,0.21,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,9,1,0,0,0,1994-09-01T00:00:00Z,1994.665753,779691600,357.8,0.09,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,10,1,0,0,0,1994-10-01T00:00:00Z,1994.747945,782283600,357.84,0.08,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,11,1,0,0,0,1994-11-01T00:00:00Z,1994.832877,784962000,357.81,0.04,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1994,12,1,0,0,0,1994-12-01T00:00:00Z,1994.915068,787554000,357.65,0.06,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,1,1,0,0,0,1995-01-01T00:00:00Z,1995,790232400,357.48,0.09,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,2,1,0,0,0,1995-02-01T00:00:00Z,1995.084932,792910800,357.49,0.12,28,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,3,1,0,0,0,1995-03-01T00:00:00Z,1995.161644,795330000,357.68,0.09,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,4,1,0,0,0,1995-04-01T00:00:00Z,1995.246575,798008400,357.67,0.08,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,5,1,0,0,0,1995-05-01T00:00:00Z,1995.328767,800600400,357.9,0.08,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,6,1,0,0,0,1995-06-01T00:00:00Z,1995.413699,803278800,358.14,0.11,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,7,1,0,0,0,1995-07-01T00:00:00Z,1995.49589,805870800,358.62,0.23,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,8,1,0,0,0,1995-08-01T00:00:00Z,1995.580822,808549200,359.05,0.08,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,9,1,0,0,0,1995-09-01T00:00:00Z,1995.665753,811227600,359.38,0.11,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,10,1,0,0,0,1995-10-01T00:00:00Z,1995.747945,813819600,359.57,0.06,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,11,1,0,0,0,1995-11-01T00:00:00Z,1995.832877,816498000,359.62,0.03,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1995,12,1,0,0,0,1995-12-01T00:00:00Z,1995.915068,819090000,359.61,0.1,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,1,1,0,0,0,1996-01-01T00:00:00Z,1996,821768400,359.49,0.09,27,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,2,1,0,0,0,1996-02-01T00:00:00Z,1996.084699,824446800,359.46,0.11,29,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,3,1,0,0,0,1996-03-01T00:00:00Z,1996.163934,826952400,359.47,0.08,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,4,1,0,0,0,1996-04-01T00:00:00Z,1996.248634,829630800,359.52,0.05,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,5,1,0,0,0,1996-05-01T00:00:00Z,1996.330601,832222800,359.69,0.05,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,6,1,0,0,0,1996-06-01T00:00:00Z,1996.415301,834901200,359.91,0.09,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,7,1,0,0,0,1996-07-01T00:00:00Z,1996.497268,837493200,360.35,0.16,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,8,1,0,0,0,1996-08-01T00:00:00Z,1996.581967,840171600,360.76,0.11,31,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,9,1,0,0,0,1996-09-01T00:00:00Z,1996.666667,842850000,360.88,0.03,30,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,10,1,0,0,0,1996-10-01T00:00:00Z,1996.748634,845442000,360.93,0.07,29,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,11,1,0,0,0,1996-11-01T00:00:00Z,1996.833333,848120400,360.9,0.05,24,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1996,12,1,0,0,0,1996-12-01T00:00:00Z,1996.915301,850712400,360.87,0.06,25,-89.98,-24.8,2823.5,2810,13.5,...
SPO,1997,1,1,0,0,0,1997-01-01T00:00:00Z,1997,853390800,360.73,0.09,20,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,2,1,0,0,0,1997-02-01T00:00:00Z,1997.084932,856069200,360.57,0.1,28,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,3,1,0,0,0,1997-03-01T00:00:00Z,1997.161644,858488400,360.6,0.09,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,4,1,0,0,0,1997-04-01T00:00:00Z,1997.246575,861166800,360.85,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,5,1,0,0,0,1997-05-01T00:00:00Z,1997.328767,863758800,361.01,0.09,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,6,1,0,0,0,1997-06-01T00:00:00Z,1997.413699,866437200,361.37,0.13,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,7,1,0,0,0,1997-07-01T00:00:00Z,1997.49589,869029200,361.68,0.12,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,8,1,0,0,0,1997-08-01T00:00:00Z,1997.580822,871707600,362,0.14,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,9,1,0,0,0,1997-09-01T00:00:00Z,1997.665753,874386000,362.32,0.05,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,10,1,0,0,0,1997-10-01T00:00:00Z,1997.747945,876978000,362.4,0.09,28,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,11,1,0,0,0,1997-11-01T00:00:00Z,1997.832877,879656400,362.52,0.05,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1997,12,1,0,0,0,1997-12-01T00:00:00Z,1997.915068,882248400,362.53,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,1,1,0,0,0,1998-01-01T00:00:00Z,1998,884926800,362.46,0.23,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,2,1,0,0,0,1998-02-01T00:00:00Z,1998.084932,887605200,362.59,0.13,26,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,3,1,0,0,0,1998-03-01T00:00:00Z,1998.161644,890024400,362.71,0.09,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,4,1,0,0,0,1998-04-01T00:00:00Z,1998.246575,892702800,363.03,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,5,1,0,0,0,1998-05-01T00:00:00Z,1998.328767,895294800,363.35,0.15,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,6,1,0,0,0,1998-06-01T00:00:00Z,1998.413699,897973200,363.84,0.14,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,7,1,0,0,0,1998-07-01T00:00:00Z,1998.49589,900565200,364.35,0.2,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,8,1,0,0,0,1998-08-01T00:00:00Z,1998.580822,903243600,364.94,0.15,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,9,1,0,0,0,1998-09-01T00:00:00Z,1998.665753,905922000,365.25,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,10,1,0,0,0,1998-10-01T00:00:00Z,1998.747945,908514000,365.3,0.04,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,11,1,0,0,0,1998-11-01T00:00:00Z,1998.832877,911192400,365.31,0.07,26,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1998,12,1,0,0,0,1998-12-01T00:00:00Z,1998.915068,913784400,365.24,0.07,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,1,1,0,0,0,1999-01-01T00:00:00Z,1999,916462800,365.18,0.11,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,2,1,0,0,0,1999-02-01T00:00:00Z,1999.084932,919141200,365.09,0.09,28,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,3,1,0,0,0,1999-03-01T00:00:00Z,1999.161644,921560400,365,0.06,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,4,1,0,0,0,1999-04-01T00:00:00Z,1999.246575,924238800,365.17,0.04,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,5,1,0,0,0,1999-05-01T00:00:00Z,1999.328767,926830800,365.38,0.09,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,6,1,0,0,0,1999-06-01T00:00:00Z,1999.413699,929509200,365.72,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,7,1,0,0,0,1999-07-01T00:00:00Z,1999.49589,932101200,366.04,0.11,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,8,1,0,0,0,1999-08-01T00:00:00Z,1999.580822,934779600,366.43,0.13,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,9,1,0,0,0,1999-09-01T00:00:00Z,1999.665753,937458000,366.69,0.05,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,10,1,0,0,0,1999-10-01T00:00:00Z,1999.747945,940050000,366.83,0.1,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,11,1,0,0,0,1999-11-01T00:00:00Z,1999.832877,942728400,366.94,0.03,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,1999,12,1,0,0,0,1999-12-01T00:00:00Z,1999.915068,945320400,366.84,0.09,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,1,1,0,0,0,2000-01-01T00:00:00Z,2000,947998800,366.69,0.1,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,2,1,0,0,0,2000-02-01T00:00:00Z,2000.084699,950677200,366.52,0.08,24,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,3,1,0,0,0,2000-03-01T00:00:00Z,2000.163934,953182800,366.42,0.04,23,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,4,1,0,0,0,2000-04-01T00:00:00Z,2000.248634,955861200,366.5,0.06,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,5,1,0,0,0,2000-05-01T00:00:00Z,2000.330601,958453200,366.62,0.08,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,6,1,0,0,0,2000-06-01T00:00:00Z,2000.415301,961131600,366.91,0.14,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,7,1,0,0,0,2000-07-01T00:00:00Z,2000.497268,963723600,367.35,0.14,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,8,1,0,0,0,2000-08-01T00:00:00Z,2000.581967,966402000,367.84,0.14,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,9,1,0,0,0,2000-09-01T00:00:00Z,2000.666667,969080400,368.05,0.09,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,10,1,0,0,0,2000-10-01T00:00:00Z,2000.748634,971672400,368.05,0.05,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,11,1,0,0,0,2000-11-01T00:00:00Z,2000.833333,974350800,367.97,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2000,12,1,0,0,0,2000-12-01T00:00:00Z,2000.915301,976942800,368.24,0.14,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,1,1,0,0,0,2001-01-01T00:00:00Z,2001,979621200,368.07,0.12,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,2,1,0,0,0,2001-02-01T00:00:00Z,2001.084932,982299600,367.79,0.08,28,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,3,1,0,0,0,2001-03-01T00:00:00Z,2001.161644,984718800,367.74,0.06,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,4,1,0,0,0,2001-04-01T00:00:00Z,2001.246575,987397200,368,0.11,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,5,1,0,0,0,2001-05-01T00:00:00Z,2001.328767,989989200,368.26,0.09,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,6,1,0,0,0,2001-06-01T00:00:00Z,2001.413699,992667600,368.53,0.09,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,7,1,0,0,0,2001-07-01T00:00:00Z,2001.49589,995259600,368.96,0.19,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,8,1,0,0,0,2001-08-01T00:00:00Z,2001.580822,997938000,369.46,0.15,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,9,1,0,0,0,2001-09-01T00:00:00Z,2001.665753,1000616400,369.79,0.11,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,10,1,0,0,0,2001-10-01T00:00:00Z,2001.747945,1003208400,370.05,0.09,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,11,1,0,0,0,2001-11-01T00:00:00Z,2001.832877,1005886800,370.08,0.05,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2001,12,1,0,0,0,2001-12-01T00:00:00Z,2001.915068,1008478800,369.88,0.09,28,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,1,1,0,0,0,2002-01-01T00:00:00Z,2002,1011157200,369.74,0.08,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,2,1,0,0,0,2002-02-01T00:00:00Z,2002.084932,1013835600,369.65,0.09,27,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,3,1,0,0,0,2002-03-01T00:00:00Z,2002.161644,1016254800,369.7,0.09,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,4,1,0,0,0,2002-04-01T00:00:00Z,2002.246575,1018933200,369.96,0.06,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,5,1,0,0,0,2002-05-01T00:00:00Z,2002.328767,1021525200,370.22,0.11,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,6,1,0,0,0,2002-06-01T00:00:00Z,2002.413699,1024203600,370.62,0.11,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,7,1,0,0,0,2002-07-01T00:00:00Z,2002.49589,1026795600,371.13,0.14,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,8,1,0,0,0,2002-08-01T00:00:00Z,2002.580822,1029474000,371.65,0.18,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,9,1,0,0,0,2002-09-01T00:00:00Z,2002.665753,1032152400,372.06,0.11,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,10,1,0,0,0,2002-10-01T00:00:00Z,2002.747945,1034744400,372.24,0.03,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,11,1,0,0,0,2002-11-01T00:00:00Z,2002.832877,1037422800,372.2,0.02,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2002,12,1,0,0,0,2002-12-01T00:00:00Z,2002.915068,1040014800,372.08,0.07,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,1,1,0,0,0,2003-01-01T00:00:00Z,2003,1042693200,372.16,0.06,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,2,1,0,0,0,2003-02-01T00:00:00Z,2003.084932,1045371600,372.06,0.23,28,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,3,1,0,0,0,2003-03-01T00:00:00Z,2003.161644,1047790800,372.16,0.16,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,4,1,0,0,0,2003-04-01T00:00:00Z,2003.246575,1050469200,372.31,0.11,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,5,1,0,0,0,2003-05-01T00:00:00Z,2003.328767,1053061200,372.64,0.1,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,6,1,0,0,0,2003-06-01T00:00:00Z,2003.413699,1055739600,372.97,0.13,29,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,7,1,0,0,0,2003-07-01T00:00:00Z,2003.49589,1058331600,373.41,0.16,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,8,1,0,0,0,2003-08-01T00:00:00Z,2003.580822,1061010000,373.98,0.21,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,9,1,0,0,0,2003-09-01T00:00:00Z,2003.665753,1063688400,374.29,0.04,30,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,10,1,0,0,0,2003-10-01T00:00:00Z,2003.747945,1066280400,374.3,0.06,31,-89.98,-24.8,2821.28,2810,11.28,...
SPO,2003,11,1,0,0,0,2003-11-01T00:00:00Z,2003.832877,1068958800,374.19,0.05,30,-89.98,-24.8,2821.28,2810,11.28,...
