Year,deutfinal,temp,acc-EDC3beta,Adjusted years,Deuterium,Temp
129493,-380.8,219.8,3.8,-127543,-380.8,219.8
129532.667,-377.8,220.3,3.74,-127582.667,-377.8,220.3
129572.333,-370,221.6,4.234,-127622.333,-370,221.6
129612,-372.3,221.2,4.132,-127662,-372.3,221.2
129650,-374.6,220.8,4.034,-127700,-374.6,220.8
129688,-373.6,221,4.086,-127738,-373.6,221
129726,-371.9,221.3,4.042,-127776,-371.9,221.3
129764.667,-375.6,220.7,3.992,-127814.667,-375.6,220.7
129803.333,-378.1,220.2,3.829,-127853.333,-378.1,220.2
129842,-374.4,220.8,3.996,-127892,-374.4,220.8
129881.333,-371.4,221.3,4.043,-127931.333,-371.4,221.3
129920.667,-382.4,219.5,3.591,-127970.667,-382.4,219.5
129960,-379,220.1,3.836,-128010,-379,220.1
129999.667,-371.5,221.3,3.886,-128049.667,-371.5,221.3
130039.333,-378.5,220.2,3.833,-128089.333,-378.5,220.2
130079,-380.1,219.9,3.725,-128129,-380.1,219.9
130118.667,-375.8,220.6,3.838,-128168.667,-375.8,220.6
130158.333,-374.9,220.7,3.886,-128208.333,-374.9,220.7
130198,-381.4,219.7,3.596,-128248,-381.4,219.7
130239.333,-381.5,219.7,3.744,-128289.333,-381.5,219.7
130280.667,-372.3,221.2,3.663,-128330.667,-372.3,221.2
130322,-386.7,218.8,3.499,-128372,-386.7,218.8
130364.667,-384.4,219.2,3.411,-128414.667,-384.4,219.2
130407.333,-378.2,220.2,3.637,-128457.333,-378.2,220.2
130450,-381.8,219.6,3.573,-128500,-381.8,219.6
130493,-383,219.4,3.455,-128543,-383,219.4
130536,-385.7,218.9,3.348,-128586,-385.7,218.9
130579,-384.7,219.1,3.367,-128629,-384.7,219.1
130623.333,-384.9,219.1,3.344,-128673.333,-384.9,219.1
130667.667,-386,218.9,3.325,-128717.667,-386,218.9
130712,-385.4,219,3.232,-128762,-385.4,219
130758.333,-391.9,217.9,3.109,-128808.333,-391.9,217.9
130804.667,-388.2,218.5,3.15,-128854.667,-388.2,218.5
130851,-386.9,218.7,3.24,-128901,-386.9,218.7
130896.667,-387.9,218.6,3.197,-128946.667,-387.9,218.6
130942.333,-388.2,218.5,3.216,-128992.333,-388.2,218.5
130988,-385.9,218.9,3.227,-129038,-385.9,218.9
131034.333,-388.4,218.5,3.152,-129084.333,-388.4,218.5
131080.667,-392.4,217.8,3.041,-129130.667,-392.4,217.8
131127,-390,218.2,3.078,-129177,-390,218.2
131173.333,-387.4,218.6,3.199,-129223.333,-387.4,218.6
131219.667,-389.9,218.2,3.119,-129269.667,-389.9,218.2
131266,-385.7,218.9,3.206,-129316,-385.7,218.9
131313,-391.6,217.9,3.078,-129363,-391.6,217.9
131360,-390.9,218.1,2.913,-129410,-390.9,218.1
131407,-400.2,216.5,2.745,-129457,-400.2,216.5
131459.333,-397.1,217,2.745,-129509.333,-397.1,217
131511.667,-394.2,217.5,2.814,-129561.667,-394.2,217.5
131564,-396.8,217.1,2.792,-129614,-396.8,217.1
131616.333,-396.5,217.1,2.736,-129666.333,-396.5,217.1
131668.667,-399.5,216.6,2.677,-129718.667,-399.5,216.6
131721,-399,216.7,2.642,-129771,-399,216.7
131775,-400.4,216.5,2.613,-129825,-400.4,216.5
131829,-400.5,216.4,2.618,-129879,-400.5,216.4
131883,-398,216.9,2.62,-129933,-398,216.9
131939.667,-406.9,215.4,2.395,-129989.667,-406.9,215.4
131996.333,-405.3,215.6,2.41,-130046.333,-405.3,215.6
132053,-398.7,216.7,2.651,-130103,-398.7,216.7
132106,-399.5,216.6,2.65,-130156,-399.5,216.6
132159,-397.5,216.9,2.682,-130209,-397.5,216.9
132212,-402.1,216.2,2.541,-130262,-402.1,216.2
132268,-403.4,215.9,2.485,-130318,-403.4,215.9
132324,-403.1,216,2.473,-130374,-403.1,216
132380,-404.1,215.8,2.47,-130430,-404.1,215.8
132437.333,-402.1,216.2,2.467,-130487.333,-402.1,216.2
132494.667,-408.2,215.1,2.317,-130544.667,-408.2,215.1
132552,-411,214.7,2.214,-130602,-411,214.7
132612.333,-405.6,215.6,2.32,-130662.333,-405.6,215.6
132672.667,-410,214.8,2.258,-130722.667,-410,214.8
132733,-408.8,215,2.245,-130783,-408.8,215
132794.333,-411.6,214.6,2.174,-130844.333,-411.6,214.6
132855.667,-410.4,214.8,2.167,-130905.667,-410.4,214.8
132917,-415.2,214,2.073,-130967,-415.2,214
132979.333,-413.8,214.2,2.093,-131029.333,-413.8,214.2
133041.667,-407.1,215.3,2.297,-131091.667,-407.1,215.3
133104,-408.2,215.1,2.223,-131154,-408.2,215.1
133167.667,-417.2,213.6,2.024,-131217.667,-417.2,213.6
133231.333,-417,213.7,2.012,-131281.333,-417,213.7
133295,-410.2,214.8,2.173,-131345,-410.2,214.8
133354.667,-408.9,215,2.237,-131404.667,-408.9,215
133414.333,-410.9,214.7,2.172,-131464.333,-410.9,214.7
133474,-415.6,213.9,2.022,-131524,-415.6,213.9
133540.333,-417.5,213.6,1.966,-131590.333,-417.5,213.6
133606.667,-420.6,213.1,1.917,-131656.667,-420.6,213.1
133673,-410.5,214.7,2.089,-131723,-410.5,214.7
133737.667,-418.7,213.4,1.956,-131787.667,-418.7,213.4
133802.333,-417.6,213.5,1.94,-131852.333,-417.6,213.5
133867,-419.6,213.2,1.895,-131917,-419.6,213.2
133934.667,-422.7,212.7,1.832,-131984.667,-422.7,212.7
134002.333,-416.3,213.7,1.951,-132052.333,-416.3,213.7
134070,-422.1,212.8,1.825,-132120,-422.1,212.8
134139.667,-421.3,212.9,1.834,-132189.667,-421.3,212.9
134209.333,-421.2,212.9,1.829,-132259.333,-421.2,212.9
134279,-423.7,212.5,1.778,-132329,-423.7,212.5
134350.333,-423,212.6,1.783,-132400.333,-423,212.6
134421.667,-422.8,212.6,1.775,-132471.667,-422.8,212.6
134493,-426.1,212.1,1.712,-132543,-426.1,212.1
134567,-424.6,212.3,1.731,-132617,-424.6,212.3
134641,-425.9,212.1,1.692,-132691,-425.9,212.1
134715,-429.4,211.5,1.618,-132765,-429.4,211.5
134794,-429.8,211.5,1.595,-132844,-429.8,211.5
134873,-430,211.4,1.576,-132923,-430,211.4
134952,-434,210.8,1.498,-133002,-434,210.8
135037,-434.6,210.7,1.476,-133087,-434.6,210.7
135122,-434.3,210.7,1.477,-133172,-434.3,210.7
135207,-434.7,210.6,1.464,-133257,-434.7,210.6
135292.333,-430.7,210.3,1.444,-133342.333,-430.7,210.3
135377.667,-428.7,211.6,1.584,-133427.667,-428.7,211.6
135463,-435.8,210.4,1.446,-133513,-435.8,210.4
135547.667,-432.5,211,1.523,-133597.667,-432.5,211
135632.333,-427.2,211.8,1.626,-133682.333,-427.2,211.8
135717,-431.9,211,1.524,-133767,-431.9,211
135807.667,-437.9,210,1.412,-133857.667,-437.9,210
135898.333,-434.8,210.5,1.437,-133948.333,-434.8,210.5
135989,-438.3,210,1.381,-134039,-438.3,210
136087.667,-439.8,209.7,1.345,-134137.667,-439.8,209.7
136186.333,-440,209.7,1.351,-134236.333,-440,209.7
136285,-432.2,210.9,1.481,-134335,-432.2,210.9
136380.667,-438.3,209.9,1.39,-134430.667,-438.3,209.9
136476.333,-435.9,210.3,1.415,-134526.333,-435.9,210.3
136572,-437.9,210,1.38,-134622,-437.9,210
136670.333,-439.2,209.7,1.355,-134720.333,-439.2,209.7
136768.667,-431.6,211,1.515,-134818.667,-431.6,211
136867,-431.7,211,1.506,-134917,-431.7,211
136964.667,-436.6,210.2,1.416,-135014.667,-436.6,210.2
137062.333,-435.5,210.3,1.423,-135112.333,-435.5,210.3
137160,-435.7,210.3,1.427,-135210,-435.7,210.3
137261,-433.1,210.7,1.462,-135311,-433.1,210.7
137362,-438.3,209.8,1.376,-135412,-438.3,209.8
137463,-435.8,210.2,1.413,-135513,-435.8,210.2
137565.667,-434.3,210.5,1.443,-135615.667,-434.3,210.5
137668.333,-436.6,210.1,1.402,-135718.333,-436.6,210.1
137771,-434.9,210.4,1.428,-135821,-434.9,210.4
137877,-437.5,209.9,1.377,-135927,-437.5,209.9
137983,-437.7,209.9,1.371,-136033,-437.7,209.9
138089,-434,210.5,1.447,-136139,-434,210.5
138198,-439.6,209.6,1.333,-136248,-439.6,209.6
138307,-436.8,210,1.376,-136357,-436.8,210
138416,-439.1,209.7,1.33,-136466,-439.1,209.7
138534,-443,209,1.266,-136584,-443,209
138652,-440.8,209.4,1.294,-136702,-440.8,209.4
138770,-440,209.5,1.313,-136820,-440,209.5
138888,-440.1,209.5,1.314,-136938,-440.1,209.5
139006,-438.9,209.7,1.337,-137056,-438.9,209.7
139124,-437.5,209.9,1.362,-137174,-437.5,209.9
139240.667,-437.6,209.9,1.36,-137290.667,-437.6,209.9
139357.333,-439.3,209.6,1.327,-137407.333,-439.3,209.6
139474,-441,209.3,1.295,-137524,-441,209.3
139594.333,-437,209.9,1.359,-137644.333,-437,209.9
139714.667,-440.9,209.3,1.313,-137764.667,-440.9,209.3
139835,-434.1,210.4,1.4,-137885,-434.1,210.4
139955,-441.2,209.2,1.299,-138005,-441.2,209.2
140075,-440.7,209.3,1.293,-138125,-440.7,209.3
140195,-436.8,210,1.375,-138245,-436.8,210
140314,-435.3,210.2,1.396,-138364,-435.3,210.2
140433,-440.4,209.4,1.311,-138483,-440.4,209.4
140552,-438,209.7,1.337,-138602,-438,209.7
140676.667,-440.1,209.4,1.307,-138726.667,-440.1,209.4
140801.333,-440.8,209.3,1.288,-138851.333,-440.8,209.3
140926,-441,209.2,1.289,-138976,-441,209.2
141051,-438.5,209.7,1.329,-139101,-438.5,209.7
141176,-439,209.6,1.331,-139226,-439,209.6
141301,-436.2,210,1.378,-139351,-436.2,210
141426.333,-438.8,209.6,1.329,-139476.333,-438.8,209.6
141551.667,-442,209.1,1.281,-139601.667,-442,209.1
141677,-433.9,210.4,1.417,-139727,-433.9,210.4
141795,-433.6,210.5,1.434,-139845,-433.6,210.5
141913,-437,209.9,1.387,-139963,-437,209.9
142031,-432.8,210.6,1.441,-140081,-432.8,210.6
142152.333,-436.4,210,1.385,-140202.333,-436.4,210
142273.667,-438.6,209.6,1.334,-140323.667,-438.6,209.6
142395,-441.7,209.1,1.276,-140445,-441.7,209.1
142522,-437.6,209.8,1.346,-140572,-437.6,209.8
142649,-438.2,209.7,1.351,-140699,-438.2,209.7
142776,-434.8,210.3,1.405,-140826,-434.8,210.3
142893,-435.5,210.1,1.41,-140943,-435.5,210.1
143010,-431.8,210.7,1.469,-141060,-431.8,210.7
143127,-435.3,210.2,1.405,-141177,-435.3,210.2
143250.333,-439.4,209.5,1.321,-141300.333,-439.4,209.5
143373.667,-439,209.6,1.321,-141423.667,-439,209.6
143497,-440.2,209.4,1.314,-141547,-440.2,209.4
143614.333,-434.1,210.4,1.424,-141664.333,-434.1,210.4
143731.667,-430.8,210.9,1.481,-141781.667,-430.8,210.9
143849,-437,209.9,1.374,-141899,-437,209.9
143971,-440.6,209.3,1.298,-142021,-440.6,209.3
144093,-436,210.1,1.382,-142143,-436,210.1
144215,-440.5,209.3,1.298,-142265,-440.5,209.3
144336,-439.2,209.5,1.327,-142386,-439.2,209.5
144457,-434.3,210.3,1.42,-142507,-434.3,210.3
144578,-431.7,210.8,1.471,-142628,-431.7,210.8
144692,-435.7,210.1,1.404,-142742,-435.7,210.1
144806,-436,210.1,1.388,-142856,-436,210.1
144920,-436.8,209.9,1.374,-142970,-436.8,209.9
145035.667,-433.5,210.5,1.438,-143085.667,-433.5,210.5
145151.333,-436.8,209.9,1.378,-143201.333,-436.8,209.9
145267,-435.6,210.1,1.401,-143317,-435.6,210.1
145382.667,-433.4,210.5,1.425,-143432.667,-433.4,210.5
145498.333,-439.8,209.4,1.331,-143548.333,-439.8,209.4
145614,-435.3,210.2,1.396,-143664,-435.3,210.2
145726.667,-434.6,210.3,1.421,-143776.667,-434.6,210.3
145839.333,-433.5,210.5,1.445,-143889.333,-433.5,210.5
145952,-440,209.4,1.31,-144002,-440,209.4
146070.667,-436.4,210,1.367,-144120.667,-436.4,210
146189.333,-438.9,209.6,1.326,-144239.333,-438.9,209.6
146308,-441.9,209.1,1.27,-144358,-441.9,209.1
146423,-439,209.6,1.34,-144473,-439,209.6
146538,-430.3,211,1.493,-144588,-430.3,211
146653,-434.6,210.3,1.425,-144703,-434.6,210.3
146765.667,-437,209.9,1.376,-144815.667,-437,209.9
146878.333,-436.1,210.1,1.391,-144928.333,-436.1,210.1
146991,-433.9,210.4,1.43,-145041,-433.9,210.4
147094,-435.2,210.2,1.44,-145144,-435.2,210.2
147197,-428.1,212.7,1.698,-145247,-428.1,212.7
147300,-436.1,210.1,1.443,-145350,-436.1,210.1
147408,-432,210.7,1.47,-145458,-432,210.7
147516,-433.5,210.5,1.458,-145566,-433.5,210.5
147624,-431.3,210.9,1.487,-145674,-431.3,210.9
147735.333,-435.7,210.1,1.405,-145785.333,-435.7,210.1
147846.667,-437.9,209.8,1.352,-145896.667,-437.9,209.8
147958,-438.9,209.6,1.329,-146008,-438.9,209.6
148075.667,-439.5,209.5,1.323,-146125.667,-439.5,209.5
148193.333,-437.2,209.9,1.359,-146243.333,-437.2,209.9
148311,-439.1,209.6,1.332,-146361,-439.1,209.6
148421.333,-434.7,210.3,1.428,-146471.333,-434.7,210.3
148531.667,-430.2,211,1.521,-146581.667,-430.2,211
148642,-430.3,211,1.521,-146692,-430.3,211
148748.333,-435.5,210.2,1.423,-146798.333,-435.5,210.2
148854.667,-430.7,211,1.511,-146904.667,-430.7,211
148961,-429.1,211.2,1.545,-147011,-429.1,211.2
149068.333,-433.9,210.4,1.449,-147118.333,-433.9,210.4
149175.667,-435.2,210.2,1.413,-147225.667,-435.2,210.2
149283,-436.6,210,1.387,-147333,-436.6,210
149394.667,-436.2,210.1,1.398,-147444.667,-436.2,210.1
149506.333,-432.2,210.7,1.471,-147556.333,-432.2,210.7
149618,-435.2,210.2,1.418,-147668,-435.2,210.2
149730,-436.2,210.1,1.394,-147780,-436.2,210.1
149842,-434.9,210.3,1.415,-147892,-434.9,210.3
149954,-437.3,209.9,1.382,-148004,-437.3,209.9
150065,-433.5,210.5,1.443,-148115,-433.5,210.5
150176,-433.5,210.5,1.469,-148226,-433.5,210.5
150287,-427.7,211.5,1.561,-148337,-427.7,211.5
150389.667,-433.4,210.5,1.488,-148439.667,-433.4,210.5
150492.333,-427.8,211.5,1.573,-148542.333,-427.8,211.5
150595,-429.1,211.2,1.568,-148645,-429.1,211.2
150695.333,-428.3,211.4,1.58,-148745.333,-428.3,211.4
150795.667,-428,211.4,1.589,-148845.667,-428,211.4
150896,-427.8,211.5,1.59,-148946,-427.8,211.5
150997.333,-429.3,211.2,1.562,-149047.333,-429.3,211.2
151098.667,-428.5,211.4,1.57,-149148.667,-428.5,211.4
151200,-431.6,210.8,1.505,-149250,-431.6,210.8
151305,-431.6,210.8,1.504,-149355,-431.6,210.8
151410,-430.2,211.1,1.53,-149460,-430.2,211.1
151515,-431.5,210.9,1.508,-149565,-431.5,210.9
151621,-430.9,211,1.514,-149671,-430.9,211
151727,-432.3,210.7,1.486,-149777,-432.3,210.7
151833,-433,210.6,1.476,-149883,-433,210.6
151938.667,-430.9,211,1.518,-149988.667,-430.9,211
152044.333,-429.3,211.2,1.537,-150094.333,-429.3,211.2
152150,-435.1,210.3,1.454,-150200,-435.1,210.3
152256.667,-428.4,211.4,1.55,-150306.667,-428.4,211.4
152363.333,-432,210.8,1.503,-150413.333,-432,210.8
152470,-432.6,210.7,1.482,-150520,-432.6,210.7
152578.333,-432.3,210.8,1.484,-150628.333,-432.3,210.8
152686.667,-433,210.6,1.471,-150736.667,-433,210.6
152795,-433.3,210.6,1.463,-150845,-433.3,210.6
152904.333,-434,210.5,1.448,-150954.333,-434,210.5
153013.667,-432.1,210.8,1.493,-151063.667,-432.1,210.8
153123,-431,211,1.516,-151173,-431,211
153229.667,-432.4,210.7,1.49,-151279.667,-432.4,210.7
153336.333,-430.8,211,1.527,-151386.333,-430.8,211
153443,-427.8,211.5,1.587,-151493,-427.8,211.5
153549.333,-431.1,211,1.514,-151599.333,-431.1,211
153655.667,-435.3,210.3,1.45,-151705.667,-435.3,210.3
153762,-436.1,212,1.622,-151812,-436.1,212
153868.667,-433.7,210.5,1.471,-151918.667,-433.7,210.5
153975.333,-433.7,210.5,1.452,-152025.333,-433.7,210.5
154082,-434.9,210.3,1.422,-152132,-434.9,210.3
154196.667,-438.4,209.8,1.36,-152246.667,-438.4,209.8
154311.333,-433.9,210.5,1.447,-152361.333,-433.9,210.5
154426,-433.8,210.5,1.454,-152476,-433.8,210.5
154538,-433.3,210.6,1.462,-152588,-433.3,210.6
154650,-434.3,210.4,1.438,-152700,-434.3,210.4
154762,-436.7,210,1.384,-152812,-436.7,210
154884.667,-441.2,209.3,1.299,-152934.667,-441.2,209.3
155007.333,-440.6,209.4,1.316,-153057.333,-440.6,209.4
155130,-434.7,210.4,1.415,-153180,-434.7,210.4
155246.333,-435.7,210.2,1.411,-153296.333,-435.7,210.2
155362.667,-437.2,210,1.377,-153412.667,-437.2,210
155479,-438.4,209.8,1.343,-153529,-438.4,209.8
155604.333,-442.4,209.1,1.276,-153654.333,-442.4,209.1
155729.667,-440.9,209.4,1.3,-153779.667,-440.9,209.4
155855,-439,209.7,1.33,-153905,-439,209.7
155980,-441.3,209.3,1.295,-154030,-441.3,209.3
156105,-440.3,209.5,1.316,-154155,-440.3,209.5
156230,-437.6,209.9,1.362,-154280,-437.6,209.9
156353.333,-437.9,209.9,1.361,-154403.333,-437.9,209.9
156476.667,-442.3,209.1,1.282,-154526.667,-442.3,209.1
156600,-436.9,210,1.371,-154650,-436.9,210
156720.333,-437,210,1.382,-154770.333,-437,210
156840.667,-438.5,209.8,1.345,-154890.667,-438.5,209.8
156961,-440.7,209.4,1.298,-155011,-440.7,209.4
157095.667,-446.4,208.5,1.194,-155145.667,-446.4,208.5
157230.333,-447.1,208.3,1.176,-155280.333,-447.1,208.3
157365,-446.2,208.5,1.202,-155415,-446.2,208.5
157495.333,-439.5,209.6,1.314,-155545.333,-439.5,209.6
157625.667,-440.6,209.4,1.296,-155675.667,-440.6,209.4
157756,-444.6,208.8,1.232,-155806,-444.6,208.8
157882.333,-438,209.8,1.355,-155932.333,-438,209.8
158008.667,-439,209.7,1.339,-156058.667,-439,209.7
158135,-439.5,209.6,1.329,-156185,-439.5,209.6
158262.333,-438.7,209.7,1.332,-156312.333,-438.7,209.7
158389.667,-444.1,208.8,1.243,-156439.667,-444.1,208.8
158517,-441.9,209.2,1.288,-156567,-441.9,209.2
158640.667,-436.5,210.1,1.378,-156690.667,-436.5,210.1
158764.333,-437.7,209.9,1.369,-156814.333,-437.7,209.9
158888,-437.5,209.9,1.37,-156938,-437.5,209.9
159011.667,-437.8,209.9,1.358,-157061.667,-437.8,209.9
159135.333,-441.2,209.3,1.306,-157185.333,-441.2,209.3
159259,-429.3,211.3,1.554,-157309,-429.3,211.3
159366,-428.4,211.4,1.581,-157416,-428.4,211.4
159473,-431.5,210.9,1.521,-157523,-431.5,210.9
159580,-428.2,211.5,1.569,-157630,-428.2,211.5
159691,-435.6,210.2,1.435,-157741,-435.6,210.2
159802,-432.3,210.8,1.491,-157852,-432.3,210.8
159913,-428.7,211.4,1.575,-157963,-428.7,211.4
160017.333,-426.6,211.7,1.62,-158067.333,-426.6,211.7
160121.667,-428.8,211.4,1.599,-158171.667,-428.8,211.4
160226,-424,212.1,1.682,-158276,-424,212.1
160326.667,-425.4,211.9,1.662,-158376.667,-425.4,211.9
160427.333,-427.9,211.5,1.63,-158477.333,-427.9,211.5
160528,-419.9,212.8,1.775,-158578,-419.9,212.8
160629,-430.6,211.1,1.549,-158679,-430.6,211.1
160730,-426.9,211.7,1.612,-158780,-426.9,211.7
160831,-430.5,211.1,1.537,-158881,-430.5,211.1
160939.333,-431,211,1.527,-158989.333,-431,211
161047.667,-428.8,211.3,1.562,-159097.667,-428.8,211.3
161156,-431.4,210.9,1.519,-159206,-431.4,210.9
161265.333,-430.8,211,1.531,-159315.333,-430.8,211
161374.667,-428.3,211.4,1.551,-159424.667,-428.3,211.4
161484,-438.2,209.8,1.379,-159534,-438.2,209.8
161600,-432.9,210.7,1.471,-159650,-432.9,210.7
161716,-432.1,210.8,1.495,-159766,-432.1,210.8
161832,-430.5,211.1,1.514,-159882,-430.5,211.1
161947.667,-435.7,210.2,1.423,-159997.667,-435.7,210.2
162063.333,-434.8,210.3,1.426,-160113.333,-434.8,210.3
162179,-435.3,210.3,1.414,-160229,-435.3,210.3
162299.667,-438,209.8,1.368,-160349.667,-438,209.8
162420.333,-434.7,210.4,1.415,-160470.333,-434.7,210.4
162541,-439.7,209.5,1.334,-160591,-439.7,209.5
162664,-435.6,210.2,1.4,-160714,-435.6,210.2
162787,-437.3,209.9,1.388,-160837,-437.3,209.9
162910,-429.8,211.2,1.539,-160960,-429.8,211.2
163021.667,-426.3,211.7,1.625,-161071.667,-426.3,211.7
163133.333,-437.6,209.9,1.398,-161183.333,-437.6,209.9
163245,-423.8,212.2,1.658,-161295,-423.8,212.2
163351,-429.8,211.2,1.562,-161401,-429.8,211.2
163457,-427.8,211.5,1.596,-161507,-427.8,211.5
163563,-427.4,211.6,1.614,-161613,-427.4,211.6
163668,-425.1,211.9,1.657,-161718,-425.1,211.9
163773,-428.5,211.4,1.603,-161823,-428.5,211.4
163878,-421.7,212.5,1.737,-161928,-421.7,212.5
163983.333,-429,211.3,1.575,-162033.333,-429,211.3
164088.667,-429.2,211.3,1.565,-162138.667,-429.2,211.3
164194,-428.3,211.4,1.584,-162244,-428.3,211.4
164302.333,-428.3,211.4,1.587,-162352.333,-428.3,211.4
164410.667,-427.8,211.5,1.597,-162460.667,-427.8,211.5
164519,-428,211.5,1.584,-162569,-428,211.5
164630.333,-431.2,210.9,1.527,-162680.333,-431.2,210.9
164741.667,-429.2,211.3,1.542,-162791.667,-429.2,211.3
164853,-434.4,210.4,1.446,-162903,-434.4,210.4
164973.667,-437.7,209.9,1.378,-163023.667,-437.7,209.9
165094.333,-430.9,211,1.51,-163144.333,-430.9,211
165215,-429.6,211.2,1.528,-163265,-429.6,211.2
165339,-437,210,1.394,-163389,-437,210
165463,-439,209.7,1.336,-163513,-439,209.7
165587,-440.3,209.4,1.305,-163637,-440.3,209.4
165725.667,-443.7,208.9,1.247,-163775.667,-443.7,208.9
165864.333,-441.5,209.2,1.281,-163914.333,-441.5,209.2
166003,-437,210,1.374,-164053,-437,210
166136.333,-438.5,209.7,1.349,-164186.333,-438.5,209.7
166269.667,-439.3,209.6,1.333,-164319.667,-439.3,209.6
166403,-438,209.8,1.36,-164453,-438,209.8
166538,-436.3,210.1,1.391,-164588,-436.3,210.1
166673,-442,209.2,1.284,-164723,-442,209.2
166808,-438,209.8,1.35,-164858,-438,209.8
166940.333,-438.7,209.7,1.355,-164990.333,-438.7,209.7
167072.667,-433.4,210.6,1.445,-165122.667,-433.4,210.6
167205,-436,210.2,1.409,-165255,-436,210.2
167339.333,-439.3,209.6,1.338,-165389.333,-439.3,209.6
167473.667,-437.2,210,1.375,-165523.667,-437.2,210
167608,-436,210.2,1.404,-165658,-436,210.2
167744,-434.9,210.4,1.411,-165794,-434.9,210.4
167880,-442.3,209.1,1.285,-165930,-442.3,209.1
168016,-433.8,210.5,1.451,-166066,-433.8,210.5
168146.333,-435.8,210.2,1.421,-166196.333,-435.8,210.2
168276.667,-432.7,210.7,1.467,-166326.667,-432.7,210.7
168407,-438.6,209.8,1.358,-166457,-438.6,209.8
168543.667,-437,210,1.382,-166593.667,-437,210
168680.333,-436.2,210.1,1.4,-166730.333,-436.2,210.1
168817,-431.2,211,1.517,-166867,-431.2,211
168943.333,-432.6,210.7,1.489,-166993.333,-432.6,210.7
169069.667,-432.2,210.8,1.494,-167119.667,-432.2,210.8
169196,-432.3,210.8,1.503,-167246,-432.3,210.8
169317,-426.3,211.8,1.629,-167367,-426.3,211.8
169438,-428.8,211.4,1.581,-167488,-428.8,211.4
169559,-434.7,210.4,1.445,-167609,-434.7,210.4
169684.667,-431.4,210.9,1.513,-167734.667,-431.4,210.9
169810.333,-429.9,211.2,1.563,-167860.333,-429.9,211.2
169936,-424.8,212,1.659,-167986,-424.8,212
170049.667,-427.6,211.6,1.634,-168099.667,-427.6,211.6
170163.333,-423.2,212.3,1.72,-168213.333,-423.2,212.3
170277,-421.8,212.5,1.737,-168327,-421.8,212.5
170392,-429.4,211.3,1.595,-168442,-429.4,211.3
170507,-427.4,211.6,1.617,-168557,-427.4,211.6
170622,-425.6,211.9,1.655,-168672,-425.6,211.9
170741.667,-426.9,211.7,1.616,-168791.667,-426.9,211.7
170861.333,-433.4,210.6,1.488,-168911.333,-433.4,210.6
170981,-429.8,211.2,1.555,-169031,-429.8,211.2
171099,-425.6,211.9,1.663,-169149,-425.6,211.9
171217,-426.3,211.8,1.648,-169267,-426.3,211.8
171335,-425.8,211.9,1.658,-169385,-425.8,211.9
171455.667,-427.6,211.6,1.608,-169505.667,-427.6,211.6
171576.333,-432.1,210.8,1.507,-169626.333,-432.1,210.8
171697,-432.7,210.8,1.49,-169747,-432.7,210.8
171821.667,-432.2,210.8,1.505,-169871.667,-432.2,210.8
171946.333,-426.7,211.7,1.631,-169996.333,-426.7,211.7
172071,-426.4,211.8,1.646,-170121,-426.4,211.8
172198.333,-435.2,210.4,1.435,-170248.333,-435.2,210.4
172325.667,-432.9,210.7,1.473,-170375.667,-432.9,210.7
172453,-435.3,210.3,1.434,-170503,-435.3,210.3
172587.667,-435.7,210.3,1.424,-170637.667,-435.7,210.3
172722.333,-433.5,210.6,1.469,-170772.333,-433.5,210.6
172857,-432.6,210.8,1.49,-170907,-432.6,210.8
172990,-432.9,210.7,1.484,-171040,-432.9,210.7
173123,-435.5,210.3,1.43,-171173,-435.5,210.3
173256,-434.6,210.5,1.441,-171306,-434.6,210.5
173395.333,-437.2,210,1.391,-171445.333,-437.2,210
173534.667,-437.5,210,1.385,-171584.667,-437.5,210
173674,-436,210.3,1.412,-171724,-436,210.3
173809,-436.9,210.1,1.409,-171859,-436.9,210.1
173944,-431.6,211,1.516,-171994,-431.6,211
174079,-427.7,211.6,1.612,-172129,-427.7,211.6
174195,-426.4,211.8,1.658,-172245,-426.4,211.8
174311,-423.3,212.4,1.725,-172361,-423.3,212.4
174427,-427,211.7,1.656,-172477,-427,211.7
174538,-422.6,212.5,1.752,-172588,-422.6,212.5
174649,-422.1,212.6,1.756,-172699,-422.1,212.6
174760,-427.7,211.6,1.647,-172810,-427.7,211.6
174876,-423.7,212.3,1.705,-172926,-423.7,212.3
174992,-429.8,211.3,1.585,-173042,-429.8,211.3
175108,-427.7,211.7,1.621,-173158,-427.7,211.7
175233,-431.9,211,1.511,-173283,-431.9,211
175358,-435.4,210.4,1.449,-173408,-435.4,210.4
175483,-432,211,1.506,-173533,-432,211
175613.333,-433.1,210.8,1.485,-173663.333,-433.1,210.8
175743.667,-438.1,210,1.395,-173793.667,-438.1,210
175874,-431.7,211,1.504,-173924,-431.7,211
176002.667,-436.2,210.3,1.429,-174052.667,-436.2,210.3
176131.333,-433,210.8,1.476,-174181.333,-433,210.8
176260,-437.5,210.1,1.4,-174310,-437.5,210.1
176395.667,-436.5,210.2,1.405,-174445.667,-436.5,210.2
176531.333,-439.7,209.7,1.349,-174581.333,-439.7,209.7
176667,-437.4,210.1,1.397,-174717,-437.4,210.1
176798,-435.9,210.3,1.424,-174848,-435.9,210.3
176929,-435.4,210.4,1.437,-174979,-435.4,210.4
177060,-436.2,210.3,1.423,-175110,-436.2,210.3
177188,-435.9,210.3,1.428,-175238,-435.9,210.3
177316,-435.3,210.4,1.448,-175366,-435.3,210.4
