Year,deutfinal,temp,acc-EDC3beta,Adjusted years,Deuterium,Temp
-55,nan,218.3,3.105321,2005,nan,218.3
-50.513333,nan,218.3,3.104805,2000.513333,nan,218.3
-46.026667,nan,218.3,3.104404,1996.026667,nan,218.3
-41.54,nan,218.3,3.104025,1991.54,nan,218.3
-34.516667,nan,218.3,3.103453,1984.516667,nan,218.3
-27.493333,nan,218.3,3.102677,1977.493333,nan,218.3
-20.47,nan,218.3,3.101557,1970.47,nan,218.3
-12.213333,nan,218.3,3.099708,1962.213333,nan,218.3
-3.9566667,nan,218.3,3.096691,1953.956667,nan,218.3
4.3,nan,218.3,3.092812,1945.7,nan,218.3
13.22,nan,218.3,3.087226,1936.78,nan,218.3
22.14,nan,218.3,3.080266,1927.86,nan,218.3
31.06,-390.9,218.3,3.07229,1918.94,-390.9,218.3
39.7233333,-385.1,219.2,3.055912,1910.276667,-385.1,219.2
48.3866667,-377.8,220.4,3.043866,1901.613333,-377.8,220.4
57.05,-394.1,217.7,3.027896,1892.95,-394.1,217.7
66.38,-398.7,217,3.011312,1883.62,-398.7,217
75.71,-395.9,217.4,2.994881,1874.29,-395.9,217.4
85.04,-395.9,217.4,2.92487,1864.96,-395.9,217.4
94.8633333,-399.3,216.9,2.678806,1855.136667,-399.3,216.9
104.686667,-391.4,218.2,2.668117,1845.313333,-391.4,218.2
114.51,-399.5,216.8,2.660774,1835.49,-399.5,216.8
124.673333,-402.9,216.3,2.65627,1825.326667,-402.9,216.3
134.836667,-393.9,217.8,2.655582,1815.163333,-393.9,217.8
145,-398.6,217,2.659589,1805,-398.6,217
155.443333,-389.8,218.4,2.662412,1794.556667,-389.8,218.4
165.886667,-394.5,217.7,2.66669,1784.113333,-394.5,217.7
176.33,-400.5,216.7,2.672306,1773.67,-400.5,216.7
186.733333,-403.6,216.2,2.678883,1763.266667,-403.6,216.2
197.136667,-393.1,217.9,2.734536,1752.863333,-393.1,217.9
207.54,-410.9,215,2.745716,1742.46,-410.9,215
218.353333,-393.6,217.8,2.75664,1731.646667,-393.6,217.8
229.166667,-391.1,218.2,2.768041,1720.833333,-391.1,218.2
239.98,-391.9,218.1,2.764792,1710.02,-391.9,218.1
251.386667,-396.3,217.4,2.687325,1698.613333,-396.3,217.4
262.793333,-397,217.3,2.699987,1687.206667,-397,217.3
274.2,-404.7,216,2.712933,1675.8,-404.7,216
286.163333,-398.2,217.1,2.726437,1663.836667,-398.2,217.1
298.126667,-395.2,217.6,2.724871,1651.873333,-395.2,217.6
310.09,-403.5,216.2,2.730676,1639.91,-403.5,216.2
322.273333,-398.6,217,2.743243,1627.726667,-398.6,217
334.456667,-399.7,216.8,2.755527,1615.543333,-399.7,216.8
346.64,-396,217.4,2.726245,1603.36,-396,217.4
359.39,-400.2,216.7,2.677694,1590.61,-400.2,216.7
372.14,-401.6,216.5,2.686326,1577.86,-401.6,216.5
384.89,-405.4,215.9,2.693056,1565.11,-405.4,215.9
397.84,-399,216.9,2.741105,1552.16,-399,216.9
410.79,-396.9,217.3,2.821527,1539.21,-396.9,217.3
423.74,-394.9,217.6,2.821524,1526.26,-394.9,217.6
436.393333,-406.6,215.7,2.818627,1513.606667,-406.6,215.7
449.046667,-395.2,217.6,2.827304,1500.953333,-395.2,217.6
461.7,-395.3,217.5,2.864376,1488.3,-395.3,217.5
474.533333,-399.5,216.8,2.850119,1475.466667,-399.5,216.8
487.366667,-401,216.6,2.831804,1462.633333,-401,216.6
500.2,-393.6,217.8,2.783818,1449.8,-393.6,217.8
513.42,-410.4,215,2.649808,1436.58,-410.4,215
526.64,-401.3,216.5,2.628777,1423.36,-401.3,216.5
539.86,-398.3,217,2.608592,1410.14,-398.3,217
553.08,-388.5,218.7,2.672903,1396.92,-388.5,218.7
566.3,-391.9,218.1,2.822153,1383.7,-391.9,218.1
579.52,-400.8,216.6,2.805037,1370.48,-400.8,216.6
592.396667,-387.7,218.8,2.790755,1357.603333,-387.7,218.8
605.273333,-401.4,216.5,2.787745,1344.726667,-401.4,216.5
618.15,-401,216.6,2.813386,1331.85,-401,216.6
630.7,-387.3,218.9,2.808731,1319.3,-387.3,218.9
643.25,-390.2,218.4,2.808108,1306.75,-390.2,218.4
655.8,-394.5,217.7,2.782628,1294.2,-394.5,217.7
669.446667,-401.9,216.4,2.545311,1280.553333,-401.9,216.4
683.093333,-399.8,216.8,2.556151,1266.906667,-399.8,216.8
696.74,-399.9,216.8,2.572144,1253.26,-399.9,216.8
711.246667,-399.1,216.9,2.550936,1238.753333,-399.1,216.9
725.753333,-401.9,216.4,2.521643,1224.246667,-401.9,216.4
740.26,-404.8,216,2.535807,1209.74,-404.8,216
754.86,-401.6,216.5,2.548125,1195.14,-401.6,216.5
769.46,-396.7,217.3,2.830327,1180.54,-396.7,217.3
784.06,-397.1,217.2,2.841283,1165.94,-397.1,217.2
797.64,-394.2,217.7,2.84443,1152.36,-394.2,217.7
811.22,-395.9,217.4,2.903514,1138.78,-395.9,217.4
824.8,-392.7,218,3.133139,1125.2,-392.7,218
837.55,-390.4,218.3,3.136153,1112.45,-390.4,218.3
850.3,-389,218.6,3.139172,1099.7,-389,218.6
863.05,-387,218.9,3.075957,1086.95,-387,218.9
876.68,-402.3,216.4,2.756111,1073.32,-402.3,216.4
890.31,-392.5,218,2.758608,1059.69,-392.5,218
903.94,-404.6,216,2.761102,1046.06,-404.6,216
918.55,-390.5,218.3,2.744254,1031.45,-390.5,218.3
933.16,-402.3,216.4,2.734505,1016.84,-402.3,216.4
947.77,-400.1,216.7,2.736998,1002.23,-400.1,216.7
962.7,-399.4,216.9,2.746718,987.3,-399.4,216.9
977.63,-400.6,216.7,2.793314,972.37,-400.6,216.7
992.56,-393.8,217.8,2.795871,957.44,-393.8,217.8
1007.38333,-398.5,217,2.798396,942.61667,-398.5,217
1022.20667,-398.7,217,2.8391,927.79333,-398.7,217
1037.03,-401.8,216.5,2.861252,912.97,-401.8,216.5
1051.46333,-395.2,217.6,2.863657,898.53667,-395.2,217.6
1065.89667,-390.1,218.4,2.856795,884.10333,-390.1,218.4
1080.33,-393.9,217.8,2.821768,869.67,-393.9,217.8
1095.11,-400.6,216.7,2.824023,854.89,-400.6,216.7
1109.89,-400.9,216.6,2.826217,840.11,-400.9,216.6
1124.67,-391.7,218.1,2.938972,825.33,-391.7,218.1
1139.59,-399.3,216.9,2.977765,810.41,-399.3,216.9
1154.51,-386.7,219,2.979947,795.49,-386.7,219
1169.43,-401.5,216.5,2.997708,780.57,-401.5,216.5
1183.66333,-398.1,217.1,3.046928,766.33667,-398.1,217.1
1197.89667,-390.4,218.3,3.048791,752.10333,-390.4,218.3
1212.13,-389.8,218.4,3.050581,737.87,-389.8,218.4
1226.45667,-390.7,218.3,3.012204,723.54333,-390.7,218.3
1240.78333,-399.3,216.9,2.995794,709.21667,-399.3,216.9
1255.11,-392.5,218,2.997182,694.89,-392.5,218
1270.17667,-393.8,217.8,2.979469,679.82333,-393.8,217.8
1285.24333,-394.4,217.7,2.920587,664.75667,-394.4,217.7
1300.31,-397,217.3,2.921544,649.69,-397,217.3
1315.39333,-397.8,217.1,2.922352,634.60667,-397.8,217.1
1330.47667,-388.6,218.6,3.087595,619.52333,-388.6,218.6
1345.56,-394.7,217.6,3.108113,604.44,-394.7,217.6
1360.47333,-390.6,218.3,3.10837,589.52667,-390.6,218.3
1375.38667,-397,217.3,3.111592,574.61333,-397,217.3
1390.3,-386.6,219,3.114634,559.7,-386.6,219
1404.83333,-390.6,218.3,3.114276,545.16667,-390.6,218.3
1419.36667,-397,217.3,3.113704,530.63333,-397,217.3
1433.9,-396.1,217.4,2.820622,516.1,-396.1,217.4
1450.18,-398.9,216.9,2.803153,499.82,-398.9,216.9
1466.46,-400.2,216.7,2.80226,483.54,-400.2,216.7
1482.74,-398.7,217,2.871246,467.26,-398.7,217
1498.79333,-389.7,218.5,2.882421,451.20667,-389.7,218.5
1514.84667,-401.6,216.5,2.880757,435.15333,-401.6,216.5
1530.9,-397.9,217.1,2.865307,419.1,-397.9,217.1
1546.89,-399.2,216.9,2.855912,403.11,-399.2,216.9
1562.88,-397.6,217.2,2.853573,387.12,-397.6,217.2
1578.87,-390.5,218.3,2.870685,371.13,-390.5,218.3
1595.08,-401.5,216.5,2.884297,354.92,-401.5,216.5
1611.29,-395.7,217.5,2.881112,338.71,-395.7,217.5
1627.5,-394.5,217.7,2.826122,322.5,-394.5,217.7
1644.26667,-402.9,216.3,2.752708,305.73333,-402.9,216.3
1661.03333,-401,216.6,2.748981,288.96667,-401,216.6
1677.8,-391.5,218.2,2.796988,272.2,-391.5,218.2
1694.50667,-403.4,216.2,2.858533,255.49333,-403.4,216.2
1711.21333,-393.4,217.8,2.853567,238.78667,-393.4,217.8
1727.92,-393.8,217.8,2.813092,222.08,-393.8,217.8
1744.80667,-400.8,216.6,2.740314,205.19333,-400.8,216.6
1761.69333,-399.3,216.9,2.734628,188.30667,-399.3,216.9
1778.58,-396.6,217.3,2.776,171.42,-396.6,217.3
1795.47333,-395.3,217.5,2.835,154.52667,-395.3,217.5
1812.36667,-392.6,218,2.835,137.63333,-392.6,218
1829.26,-404.4,216,2.775,120.74,-404.4,216
1846.63,-394.4,217.7,2.689,103.37,-394.4,217.7
1864,-402.2,216.4,2.689,86,-402.2,216.4
1881.37,-401.9,216.4,2.755,68.63,-401.9,216.4
1897.82333,-393.8,217.8,2.816,52.17667,-393.8,217.8
1914.27667,-402.3,216.4,2.816,35.72333,-402.3,216.4
1930.73,-385.1,219.2,2.88,19.27,-385.1,219.2
1947.4,-395.9,217.4,2.933,2.6,-395.9,217.4
1964.07,-395.8,217.4,2.933,-14.07,-395.8,217.4
1980.74,-398.2,217,2.871,-30.74,-398.2,217
1997.77667,-394.8,217.6,2.8,-47.77667,-394.8,217.6
2014.81333,-397.7,217.1,2.8,-64.81333,-397.7,217.1
2031.85,-400.3,216.7,2.74,-81.85,-400.3,216.7
2049.55667,-402.4,216.4,2.692,-99.55667,-402.4,216.4
2067.26333,-396,217.4,2.692,-117.26333,-396,217.4
2084.97,-401.4,216.5,2.821,-134.97,-401.4,216.5
2102.19333,-386.1,219.1,2.869,-152.19333,-386.1,219.1
2119.41667,-400.1,216.7,2.869,-169.41667,-400.1,216.7
2136.64,-400.3,216.7,2.799,-186.64,-400.3,216.7
2153.99333,-393.2,217.9,2.783,-203.99333,-393.2,217.9
2171.34667,-399.7,216.8,2.783,-221.34667,-399.7,216.8
2188.7,-397.9,217.1,2.696,-238.7,-397.9,217.1
2206.98333,-402,216.4,2.691,-256.98333,-402,216.4
2225.26667,-398.7,217,2.729,-275.26667,-398.7,217
2243.55,-398.6,217,2.887,-293.55,-398.6,217
2260.54,nan,217.6,2.887,-310.54,nan,217.6
2277.53,-390.6,218.3,2.888,-327.53,-390.6,218.3
2294.52,-394,217.7,2.891,-344.52,-394,217.7
2311.99667,-397.9,217.1,2.891,-361.99667,-397.9,217.1
2329.47333,-394.8,217.6,2.71,-379.47333,-394.8,217.6
2346.95,-408.2,215.4,2.503,-396.95,-408.2,215.4
2366.98667,-404.3,216,2.503,-416.98667,-404.3,216
2387.02333,-399.6,216.8,2.634,-437.02333,-399.6,216.8
2407.06,-400.8,216.6,2.649,-457.06,-400.8,216.6
2426.05,-401.5,216.5,2.623,-476.05,-401.5,216.5
2445.04,-407.7,215.5,2.552,-495.04,-407.7,215.5
2464.03,-400.5,216.7,2.552,-514.03,-400.5,216.7
2482.97333,-395.8,217.4,2.677,-532.97333,-395.8,217.4
2501.91667,-399.7,216.8,2.734,-551.91667,-399.7,216.8
2520.86,-399.6,216.8,2.737,-570.86,-399.6,216.8
2538.83667,-394.8,217.6,2.91,-588.83667,-394.8,217.6
2556.81333,-398.5,217,2.91,-606.81333,-398.5,217
2574.79,-390.2,218.4,2.904,-624.79,-390.2,218.4
2592.53667,-396.4,217.3,2.869,-642.53667,-396.4,217.3
2610.28333,-392.7,218,2.869,-660.28333,-392.7,218
2628.03,-400.4,216.7,2.902,-678.03,-400.4,216.7
2645.51667,-393.5,217.8,2.963,-695.51667,-393.5,217.8
2663.00333,-390.6,218.3,2.963,-713.00333,-390.6,218.3
2680.49,-395.2,217.5,2.877,-730.49,-395.2,217.5
2698.62333,-396.9,217.3,2.788,-748.62333,-396.9,217.3
2716.75667,-399.1,216.9,2.788,-766.75667,-399.1,216.9
2734.89,-396.9,217.3,2.87,-784.89,-396.9,217.3
2752.64333,-401,216.6,2.896,-802.64333,-401,216.6
2770.39667,-387.9,218.7,2.896,-820.39667,-387.9,218.7
2788.15,-390.3,218.4,3.107,-838.15,-390.3,218.4
2804.98333,-390.8,218.3,3.117,-854.98333,-390.8,218.3
2821.81667,-390.2,218.4,3.117,-871.81667,-390.2,218.4
2838.65,-395.6,217.5,3.113,-888.65,-395.6,217.5
2855.31333,-387.7,218.8,3.113,-905.31333,-387.7,218.8
2871.97667,-388.9,218.6,3.113,-921.97667,-388.9,218.6
2888.64,-388.9,218.6,2.935,-938.64,-388.9,218.6
2906.75,-395.4,217.5,2.931,-956.75,-395.4,217.5
2924.86,-399.5,216.8,2.914,-974.86,-399.5,216.8
2942.97,-401.7,216.5,2.832,-992.97,-401.7,216.5
2961.04667,-392.2,218,2.832,-1011.04667,-392.2,218
2979.12333,-393.9,217.8,2.795,-1029.12333,-393.9,217.8
2997.2,-397.7,217.1,2.752,-1047.2,-397.7,217.1
3016.21667,-401.1,216.6,2.752,-1066.21667,-401.1,216.6
3035.23333,-395.7,217.5,2.811,-1085.23333,-395.7,217.5
3054.25,-398.7,217,2.825,-1104.25,-398.7,217
3072.56667,-395,217.6,2.838,-1122.56667,-395,217.6
3090.88333,-394.7,217.6,2.925,-1140.88333,-394.7,217.6
3109.2,-395.8,217.4,2.925,-1159.2,-395.8,217.4
3127.05667,-391.8,218.1,2.969,-1177.05667,-391.8,218.1
3144.91333,nan,218.4,3.051,-1194.91333,nan,218.4
3162.77,-387.9,218.7,3.051,-1212.77,-387.9,218.7
3181.62667,-404.4,216,2.761,-1231.62667,-404.4,216
3200.48333,-401.1,216.6,2.56,-1250.48333,-401.1,216.6
3219.34,-403.4,216.2,2.586,-1269.34,-403.4,216.2
3239.54333,-391.8,218.1,2.753,-1289.54333,-391.8,218.1
3259.74667,-400.5,216.7,2.753,-1309.74667,-400.5,216.7
3279.95,-406.2,215.7,2.742,-1329.95,-406.2,215.7
3299.55667,-392.7,217.9,2.734,-1349.55667,-392.7,217.9
3319.16333,-400,216.7,2.738,-1369.16333,-400,216.7
3338.77,-401.9,216.4,2.791,-1388.77,-401.9,216.4
3358.11667,-391.3,218.2,2.791,-1408.11667,-391.3,218.2
3377.46333,-399.8,216.8,2.734,-1427.46333,-399.8,216.8
3396.81,-404.2,216,2.676,-1446.81,-404.2,216
3416.73333,-395.6,217.5,2.678,-1466.73333,-395.6,217.5
3436.65667,-397.2,217.2,2.785,-1486.65667,-397.2,217.2
3456.58,-398.2,217,2.785,-1506.58,-398.2,217
3475.96667,-396.6,217.3,2.833,-1525.96667,-396.6,217.3
3495.35333,-395.6,217.5,2.892,-1545.35333,-395.6,217.5
3514.74,-392.7,217.9,2.892,-1564.74,-392.7,217.9
3533.35667,-401.8,216.4,2.932,-1583.35667,-401.8,216.4
3551.97333,-387.3,218.8,2.941,-1601.97333,-387.3,218.8
3570.59,-394.6,217.6,2.927,-1620.59,-394.6,217.6
3589.50667,-397.2,217.2,2.831,-1639.50667,-397.2,217.2
3608.42333,-394.5,217.6,2.831,-1658.42333,-394.5,217.6
3627.34,-399.5,216.8,2.929,-1677.34,-399.5,216.8
3645.75333,-389.9,218.4,3.018,-1695.75333,-389.9,218.4
3664.16667,-390.8,218.3,3.018,-1714.16667,-390.8,218.3
3682.58,-394.4,217.7,3.053,-1732.58,-394.4,217.7
3700.72667,-391.7,218.1,3.062,-1750.72667,-391.7,218.1
3718.87333,-389.2,218.5,3.061,-1768.87333,-389.2,218.5
3737.02,-401.6,216.5,3.009,-1787.02,-401.6,216.5
3754.99333,-387.2,218.9,3.009,-1804.99333,-387.2,218.9
3772.96667,-387.8,218.8,2.966,-1822.96667,-387.8,218.8
3790.94,-404.9,215.9,2.867,-1840.94,-404.9,215.9
3810.02667,-388.9,218.6,2.867,-1860.02667,-388.9,218.6
3829.11333,-394.9,217.6,2.853,-1879.11333,-394.9,217.6
3848.2,-393.8,217.8,2.847,-1898.2,-393.8,217.8
3867.58,-399.6,216.8,2.846,-1917.58,-399.6,216.8
3886.96,-400.9,216.6,2.843,-1936.96,-400.9,216.6
3906.34,-391,218.2,2.843,-1956.34,-391,218.2
3925.69667,-396.1,217.4,2.816,-1975.69667,-396.1,217.4
3945.05333,-398.5,217,2.795,-1995.05333,-398.5,217
3964.41,-396.5,217.3,2.797,-2014.41,-396.5,217.3
3983.95667,-397.8,217.1,2.848,-2033.95667,-397.8,217.1
4003.50333,-392.9,217.9,2.848,-2053.50333,-392.9,217.9
4023.05,-398.7,216.9,2.864,-2073.05,-398.7,216.9
4041.94,-398.9,216.9,2.881,-2091.94,-398.9,216.9
4060.83,-390.6,218.3,2.881,-2110.83,-390.6,218.3
4079.72,-390.4,218.3,2.902,-2129.72,-390.4,218.3
4098.75,-402.3,216.4,2.904,-2148.75,-402.3,216.4
4117.78,-389.9,218.4,2.909,-2167.78,-389.9,218.4
4136.81,-390.3,218.3,2.923,-2186.81,-390.3,218.3
4156.10667,-398.8,216.9,2.923,-2206.10667,-398.8,216.9
4175.40333,-397.8,217.1,2.913,-2225.40333,-397.8,217.1
4194.7,-394.9,217.6,2.909,-2244.7,-394.9,217.6
4213.87667,-392.2,218,2.905,-2263.87667,-392.2,218
4233.05333,-404.7,216,2.857,-2283.05333,-404.7,216
4252.23,-391.2,218.2,2.857,-2302.23,-391.2,218.2
4270.92667,-387.3,218.8,2.966,-2320.92667,-387.3,218.8
4289.62333,-396.4,217.3,3.072,-2339.62333,-396.4,217.3
4308.32,-387,218.9,3.072,-2358.32,-387,218.9
4327.68667,-398.1,217,2.79,-2377.68667,-398.1,217
4347.05333,-401.4,216.5,2.727,-2397.05333,-401.4,216.5
4366.42,-395.2,217.5,2.79,-2416.42,-395.2,217.5
4385.99333,-393.4,217.8,2.915,-2435.99333,-393.4,217.8
4405.56667,-394.9,217.6,2.915,-2455.56667,-394.9,217.6
4425.14,-397.1,217.2,2.815,-2475.14,-397.1,217.2
4444.61667,-400.6,216.6,2.787,-2494.61667,-400.6,216.6
4464.09333,-393,217.9,2.852,-2514.09333,-393,217.9
4483.57,-387.1,218.9,3.033,-2533.57,-387.1,218.9
4502.19667,-397.5,217.1,3.033,-2552.19667,-397.5,217.1
4520.82333,-390.4,218.3,2.902,-2570.82333,-390.4,218.3
4539.45,-399.3,216.8,2.823,-2589.45,-399.3,216.8
4559.53333,-397.5,217.1,2.821,-2609.53333,-397.5,217.1
4579.61667,-399.9,216.7,2.805,-2629.61667,-399.9,216.7
4599.7,-395,217.6,2.805,-2649.7,-395,217.6
4619.33333,-394.1,217.7,2.846,-2669.33333,-394.1,217.7
4638.96667,-393.4,217.8,2.874,-2688.96667,-393.4,217.8
4658.6,-398.4,217,2.872,-2708.6,-398.4,217
4678.18,-395.1,217.5,2.849,-2728.18,-395.1,217.5
4697.76,-396,217.4,2.849,-2747.76,-396,217.4
4717.34,-397.3,217.2,2.871,-2767.34,-397.3,217.2
4737.08,-389.3,218.5,2.889,-2787.08,-389.3,218.5
4756.82,-399.6,216.8,2.889,-2806.82,-399.6,216.8
4776.56,-402.3,216.3,2.707,-2826.56,-402.3,216.3
4796.93667,-396.7,217.3,2.706,-2846.93667,-396.7,217.3
4817.31333,-397.2,217.2,2.706,-2867.31333,-397.2,217.2
4837.69,-402,216.4,2.706,-2887.69,-402,216.4
4857.88333,-396.9,217.2,2.758,-2907.88333,-396.9,217.2
4878.07667,-390.9,218.2,2.98,-2928.07667,-390.9,218.2
4898.27,-393.4,217.8,2.98,-2948.27,-393.4,217.8
4917.31333,-395.9,217.4,2.946,-2967.31333,-395.9,217.4
4936.35667,-395.1,217.5,2.922,-2986.35667,-395.1,217.5
4955.4,-392.7,217.9,2.922,-3005.4,-392.7,217.9
4974.89667,-389,218.5,2.909,-3024.89667,-389,218.5
4994.39333,-397.9,217.1,2.909,-3044.39333,-397.9,217.1
5013.89,-398.9,216.9,2.856,-3063.89,-398.9,216.9
5033.81667,-396.8,217.2,2.795,-3083.81667,-396.8,217.2
5053.74333,-396.6,217.3,2.795,-3103.74333,-396.6,217.3
5073.67,-392.7,217.9,2.816,-3123.67,-392.7,217.9
5093.89667,-400.6,216.6,2.816,-3143.89667,-400.6,216.6
5114.12333,-396.3,217.3,2.858,-3164.12333,-396.3,217.3
5134.35,-395.6,217.4,2.901,-3184.35,-395.6,217.4
5153.64333,-393.3,217.8,2.901,-3203.64333,-393.3,217.8
5172.93667,-391.4,218.1,3.034,-3222.93667,-391.4,218.1
5192.23,-391.3,218.2,3.041,-3242.23,-391.3,218.2
5211.51667,-393.2,217.8,2.969,-3261.51667,-393.2,217.8
5230.80333,-397.6,217.1,2.808,-3280.80333,-397.6,217.1
5250.09,-395.8,217.4,2.808,-3300.09,-395.8,217.4
5270.21333,-403.1,216.2,2.795,-3320.21333,-403.1,216.2
5290.33667,-396.3,217.3,2.792,-3340.33667,-396.3,217.3
5310.46,-390.6,218.3,2.898082,-3360.46,-390.6,218.3
5329.96,-396,217.4,3.021016,-3379.96,-396,217.4
5349.46,-390.6,218.3,3.021346,-3399.46,-390.6,218.3
5368.96,-396.3,217.3,2.988672,-3418.96,-396.3,217.3
5388.39333,-394.5,217.6,2.978703,-3438.39333,-394.5,217.6
5407.82667,-391.4,218.1,2.88213,-3457.82667,-391.4,218.1
5427.26,-407.6,215.5,2.563525,-3477.26,-407.6,215.5
5449.29,-401.2,216.5,2.563804,-3499.29,-401.2,216.5
5471.32,-402.4,216.3,2.728621,-3521.32,-402.4,216.3
5493.35,-395,217.5,2.734077,-3543.35,-395,217.5
5514.82,-402.5,216.3,2.5996,-3564.82,-402.5,216.3
5536.29,-407.9,215.4,2.522791,-3586.29,-407.9,215.4
5557.76,-399.6,216.8,2.715444,-3607.76,-399.6,216.8
5577.70667,-394.6,217.6,3.045911,-3627.70667,-394.6,217.6
5597.65333,-387.2,218.8,3.046256,-3647.65333,-387.2,218.8
5617.6,-396.2,217.3,2.911256,-3667.6,-396.2,217.3
5637.31333,-394,217.7,2.883713,-3687.31333,-394,217.7
5657.02667,-399.1,216.9,2.879906,-3707.02667,-399.1,216.9
5676.74,-395.2,217.5,2.871975,-3726.74,-395.2,217.5
5696.92,-396,217.4,2.872316,-3746.92,-396,217.4
5717.1,-400.4,216.6,2.872647,-3767.1,-400.4,216.6
5737.28,-391.1,218.2,2.872978,-3787.28,-391.1,218.2
5756.82,-399.2,216.8,2.930149,-3806.82,-399.2,216.8
5776.36,-386.2,219,3.019459,-3826.36,-386.2,219
5795.9,-398.9,216.9,3.019827,-3845.9,-398.9,216.9
5814.72667,-389,218.5,3.061607,-3864.72667,-389,218.5
5833.55333,-388.4,218.6,3.072322,-3883.55333,-388.4,218.6
5852.38,-400.4,216.6,3.069576,-3902.38,-400.4,216.6
5871.36333,-392.7,217.9,3.057502,-3921.36333,-392.7,217.9
5890.34667,-391,218.2,3.05788,-3940.34667,-391,218.2
5909.33,-392.5,217.9,2.923567,-3959.33,-392.5,217.9
5929.46667,-397.7,217.1,2.832841,-3979.46667,-397.7,217.1
5949.60333,-399.8,216.7,2.808355,-3999.60333,-399.8,216.7
5969.74,-398.7,216.9,2.669148,-4019.74,-398.7,216.9
5990.84333,-403.7,216.1,2.669483,-4040.84333,-403.7,216.1
6011.94667,-397.4,217.1,2.919156,-4061.94667,-397.4,217.1
6033.05,-391.7,218.1,2.970298,-4083.05,-391.7,218.1
6052.66,-394.5,217.6,2.922966,-4102.66,-394.5,217.6
6072.27,-396.8,217.2,2.827996,-4122.27,-396.8,217.2
6091.88,-399.2,216.8,2.828354,-4141.88,-399.2,216.8
6112,-394,217.7,2.919918,-4162,-394,217.7
6132.12,-391.4,218.1,2.931683,-4182.12,-391.4,218.1
6152.24,-403.5,216.1,2.911296,-4202.24,-403.5,216.1
6172.11333,-389.5,218.4,2.882612,-4222.11333,-389.5,218.4
6191.98667,-399.9,216.7,2.882983,-4241.98667,-399.9,216.7
6211.86,-397.4,217.1,2.837701,-4261.86,-397.4,217.1
6231.89,-398.6,216.9,2.835983,-4281.89,-398.6,216.9
6251.92,-394.1,217.7,2.802104,-4301.92,-394.1,217.7
6271.95,-398.4,217,2.773438,-4321.95,-398.4,217
6292.6,-401.7,216.4,2.796602,-4342.6,-401.7,216.4
6313.25,-392.6,217.9,2.916364,-4363.25,-392.6,217.9
6333.9,-395.4,217.4,2.916739,-4383.9,-395.4,217.4
6354.44,-402.1,216.3,2.728138,-4404.44,-402.1,216.3
6374.98,-403.6,216.1,2.652814,-4424.98,-403.6,216.1
6395.52,-396.5,217.3,2.678035,-4445.52,-396.5,217.3
6416.67,-402.5,216.3,2.712605,-4466.67,-402.5,216.3
6437.82,-398.8,216.9,2.744094,-4487.82,-398.8,216.9
6458.97,-397,217.2,3.005498,-4508.97,-397,217.2
6478.29333,-389.4,218.4,3.00591,-4528.29333,-389.4,218.4
6497.61667,-395,217.5,2.782559,-4547.61667,-395,217.5
6516.94,-404.9,215.9,2.643761,-4566.94,-404.9,215.9
6538.10667,-402.2,216.3,2.734446,-4588.10667,-402.2,216.3
6559.27333,-389.2,218.5,2.949185,-4609.27333,-389.2,218.5
6580.44,-397,217.2,2.949603,-4630.44,-397,217.2
6601.08667,-401.8,216.4,2.697068,-4651.08667,-401.8,216.4
6621.73333,-398.4,216.9,2.65171,-4671.73333,-398.4,216.9
6642.38,-407.8,215.4,2.664534,-4692.38,-407.8,215.4
6663.73,-395.4,217.4,2.674258,-4713.73,-395.4,217.4
6685.08,-403.1,216.2,2.701658,-4735.08,-403.1,216.2
6706.43,-406.1,215.7,2.767594,-4756.43,-406.1,215.7
6726.48333,-390.4,218.3,2.767966,-4776.48333,-390.4,218.3
6746.53667,-392.6,217.9,2.903884,-4796.53667,-392.6,217.9
6766.59,-395.7,217.4,2.908485,-4816.59,-395.7,217.4
6787.34667,-402.9,216.2,2.751396,-4837.34667,-402.9,216.2
6808.10333,-401.9,216.4,2.630993,-4858.10333,-401.9,216.4
6828.86,-401.2,216.5,2.667789,-4878.86,-401.2,216.5
6849.36333,-400.4,216.6,2.757768,-4899.36333,-400.4,216.6
6869.86667,-397.5,217.1,2.758179,-4919.86667,-397.5,217.1
6890.37,-389.4,218.4,3.118281,-4940.37,-389.4,218.4
6909.13667,-395.4,217.4,3.13656,-4959.13667,-395.4,217.4
6927.90333,-387.9,218.7,3.032188,-4977.90333,-387.9,218.7
6946.67,-398.3,217,2.849511,-4996.67,-398.3,217
6967.15,-398.7,216.9,2.849946,-5017.15,-398.7,216.9
6987.63,-401.3,216.5,2.794958,-5037.63,-401.3,216.5
7008.11,-396.8,217.2,2.791184,-5058.11,-396.8,217.2
7028.58333,-395.6,217.4,2.752929,-5078.58333,-395.6,217.4
7049.05667,-402.5,216.3,2.726182,-5099.05667,-402.5,216.3
7069.53,-399.5,216.7,2.733895,-5119.53,-399.5,216.7
7090.65333,-397.8,217,2.753111,-5140.65333,-397.8,217
7111.77667,-400.5,216.6,2.753519,-5161.77667,-400.5,216.6
7132.9,-400.8,216.5,2.744508,-5182.9,-400.8,216.5
7154.11333,-396.1,217.3,2.743889,-5204.11333,-396.1,217.3
7175.32667,-405.3,215.8,2.491578,-5225.32667,-405.3,215.8
7196.54,-411.9,214.7,2.385671,-5246.54,-411.9,214.7
7219.26,-401.7,216.4,2.549698,-5269.26,-401.7,216.4
